Date Time, Water Level, Sigma, I, L 
2016-06-15 20:00,0.598,0.007,0,0
2016-06-15 21:00,0.586,0.009,0,0
2016-06-15 22:00,0.698,0.008,0,0
2016-06-15 23:00,1.008,0.012,0,0
2016-06-16 00:00,1.252,0.008,0,0
2016-06-16 01:00,1.485,0.013,0,0
2016-06-16 02:00,1.577,0.013,0,0
2016-06-16 03:00,1.600,0.015,0,0
2016-06-16 04:00,1.460,0.009,0,0
2016-06-16 05:00,1.197,0.012,0,0
2016-06-16 06:00,0.875,0.017,0,0
2016-06-16 07:00,0.593,0.008,0,0
2016-06-16 08:00,0.351,0.008,0,0
2016-06-16 09:00,0.193,0.024,0,0
2016-06-16 10:00,0.214,0.009,0,0
2016-06-16 11:00,0.321,0.005,0,0
2016-06-16 12:00,0.578,0.008,0,0
2016-06-16 13:00,0.733,0.011,0,0
2016-06-16 14:00,0.931,0.009,0,0
2016-06-16 15:00,1.051,0.008,0,0
2016-06-16 16:00,1.061,0.009,0,0
2016-06-16 17:00,0.987,0.023,0,0
2016-06-16 18:00,0.804,0.028,0,0
2016-06-16 19:00,0.653,0.021,0,0
2016-06-16 20:00,0.566,0.008,0,0
2016-06-16 21:00,0.618,0.007,0,0
2016-06-16 22:00,0.686,0.012,0,0
2016-06-16 23:00,0.864,0.010,0,0
2016-06-17 00:00,1.127,0.011,0,0
2016-06-17 01:00,1.406,0.018,0,0
2016-06-17 02:00,1.626,0.024,0,0
2016-06-17 03:00,1.713,0.019,0,0
2016-06-17 04:00,1.583,0.009,0,0
2016-06-17 05:00,1.363,0.015,0,0
2016-06-17 06:00,1.044,0.020,0,0
2016-06-17 07:00,0.746,0.007,0,0
2016-06-17 08:00,0.362,0.009,0,0
2016-06-17 09:00,0.153,0.006,0,0
2016-06-17 10:00,0.066,0.010,0,0
2016-06-17 11:00,0.166,0.009,0,0
2016-06-17 12:00,0.299,0.019,0,0
2016-06-17 13:00,0.605,0.013,0,0
2016-06-17 14:00,0.802,0.006,0,0
2016-06-17 15:00,0.991,0.009,0,0
2016-06-17 16:00,1.092,0.017,0,0
2016-06-17 17:00,1.027,0.017,0,0
2016-06-17 18:00,0.973,0.013,0,0
2016-06-17 19:00,0.849,0.015,0,0
2016-06-17 20:00,0.714,0.005,0,0
2016-06-17 21:00,0.675,0.009,0,0
2016-06-17 22:00,0.696,0.013,0,0
2016-06-17 23:00,0.812,0.015,0,0
2016-06-18 00:00,1.055,0.011,0,0
2016-06-18 01:00,1.339,0.033,0,0
2016-06-18 02:00,1.547,0.014,0,0
2016-06-18 03:00,1.770,0.019,0,0
2016-06-18 04:00,1.674,0.027,0,0
2016-06-18 05:00,1.579,0.015,0,0
2016-06-18 06:00,1.229,0.008,0,0
2016-06-18 07:00,0.906,0.026,0,0
2016-06-18 08:00,0.490,0.013,0,0
2016-06-18 09:00,0.185,0.011,0,0
2016-06-18 10:00,-0.038,0.005,0,0
2016-06-18 11:00,-0.011,0.011,0,0
2016-06-18 12:00,0.097,0.008,0,0
2016-06-18 13:00,0.371,0.024,0,0
2016-06-18 14:00,0.641,0.007,0,0
2016-06-18 15:00,0.902,0.009,0,0
2016-06-18 16:00,0.981,0.019,0,0
2016-06-18 17:00,1.111,0.011,0,0
2016-06-18 18:00,0.993,0.008,0,0
2016-06-18 19:00,0.942,0.006,0,0
2016-06-18 20:00,0.735,0.008,0,0
2016-06-18 21:00,0.705,0.004,0,0
2016-06-18 22:00,0.598,0.007,0,0
2016-06-18 23:00,0.740,0.018,0,0
2016-06-19 00:00,0.947,0.010,0,0
2016-06-19 01:00,1.222,0.000,1,0
2016-06-19 02:00,1.461,0.011,0,0
2016-06-19 03:00,1.713,0.015,0,0
2016-06-19 04:00,1.780,0.010,0,0
2016-06-19 05:00,1.694,0.011,0,0
2016-06-19 06:00,1.438,0.008,0,0
2016-06-19 07:00,1.099,0.006,0,0
2016-06-19 08:00,0.699,0.005,0,0
2016-06-19 09:00,0.316,0.005,0,0
2016-06-19 10:00,0.048,0.017,0,0
2016-06-19 11:00,-0.083,0.011,0,0
2016-06-19 12:00,-0.042,0.007,0,0
2016-06-19 13:00,0.156,0.008,0,0
2016-06-19 14:00,0.476,0.007,0,0
2016-06-19 15:00,0.721,0.009,0,0
2016-06-19 16:00,0.953,0.005,0,0
2016-06-19 17:00,1.120,0.005,0,0
2016-06-19 18:00,1.108,0.005,0,0
2016-06-19 19:00,0.999,0.009,0,0
2016-06-19 20:00,0.881,0.008,0,0
2016-06-19 21:00,0.770,0.007,0,0
2016-06-19 22:00,0.697,0.007,0,0
2016-06-19 23:00,0.737,0.007,0,0
2016-06-20 00:00,0.885,0.015,0,0
2016-06-20 01:00,1.141,0.005,0,0
2016-06-20 02:00,1.395,0.007,0,0
2016-06-20 03:00,1.696,0.015,0,0
2016-06-20 04:00,1.817,0.007,0,0
2016-06-20 05:00,1.853,0.016,0,0
2016-06-20 06:00,1.635,0.011,0,0
2016-06-20 07:00,1.330,0.014,0,0
2016-06-20 08:00,0.932,0.007,0,0
2016-06-20 09:00,0.487,0.007,0,0
2016-06-20 10:00,0.180,0.005,0,0
2016-06-20 11:00,-0.083,0.012,0,0
2016-06-20 12:00,-0.087,0.013,0,0
2016-06-20 13:00,0.058,0.004,0,0
2016-06-20 14:00,0.270,0.029,0,0
2016-06-20 15:00,0.619,0.014,0,0
2016-06-20 16:00,0.921,0.011,0,0
2016-06-20 17:00,1.060,0.006,0,0
2016-06-20 18:00,1.169,0.010,0,0
2016-06-20 19:00,1.114,0.023,0,0
2016-06-20 20:00,0.991,0.022,0,0
2016-06-20 21:00,0.870,0.007,0,0
2016-06-20 22:00,0.824,0.017,0,0
2016-06-20 23:00,0.777,0.008,0,0
2016-06-21 00:00,0.855,0.013,0,0
2016-06-21 01:00,1.014,0.014,0,0
2016-06-21 02:00,1.307,0.007,0,0
2016-06-21 03:00,1.599,0.012,0,0
2016-06-21 04:00,1.802,0.009,0,0
2016-06-21 05:00,1.833,0.009,0,0
2016-06-21 06:00,1.782,0.013,0,0
2016-06-21 07:00,1.498,0.009,0,0
2016-06-21 08:00,1.177,0.008,0,0
2016-06-21 09:00,0.715,0.009,0,0
2016-06-21 10:00,0.342,0.010,0,0
2016-06-21 11:00,0.029,0.010,0,0
2016-06-21 12:00,-0.143,0.004,0,0
2016-06-21 13:00,-0.111,0.011,0,0
2016-06-21 14:00,0.092,0.007,0,0
2016-06-21 15:00,0.402,0.006,0,0
2016-06-21 16:00,0.698,0.016,0,0
2016-06-21 17:00,0.889,0.014,0,0
2016-06-21 18:00,1.139,0.009,0,0
2016-06-21 19:00,1.145,0.016,0,0
2016-06-21 20:00,1.115,0.010,0,0
2016-06-21 21:00,0.977,0.017,0,0
2016-06-21 22:00,0.825,0.014,0,0
2016-06-21 23:00,0.764,0.011,0,0
2016-06-22 00:00,0.762,0.006,0,0
2016-06-22 01:00,0.886,0.006,0,0
2016-06-22 02:00,1.112,0.014,0,0
2016-06-22 03:00,1.418,0.013,0,0
2016-06-22 04:00,1.637,0.007,0,0
2016-06-22 05:00,1.811,0.008,0,0
2016-06-22 06:00,1.783,0.009,0,0
2016-06-22 07:00,1.676,0.015,0,0
2016-06-22 08:00,1.376,0.015,0,0
2016-06-22 09:00,0.986,0.012,0,0
2016-06-22 10:00,0.591,0.009,0,0
2016-06-22 11:00,0.229,0.011,0,0
2016-06-22 12:00,-0.051,0.011,0,0
2016-06-22 13:00,-0.114,0.013,0,0
2016-06-22 14:00,-0.081,0.010,0,0
2016-06-22 15:00,0.160,0.016,0,0
2016-06-22 16:00,0.450,0.013,0,0
2016-06-22 17:00,0.814,0.010,0,0
2016-06-22 18:00,1.027,0.008,0,0
2016-06-22 19:00,1.143,0.010,0,0
2016-06-22 20:00,1.183,0.014,0,0
2016-06-22 21:00,1.043,0.013,0,0
2016-06-22 22:00,0.943,0.011,0,0
2016-06-22 23:00,0.774,0.012,0,0
2016-06-23 00:00,0.722,0.011,0,0
2016-06-23 01:00,0.852,0.017,0,0
2016-06-23 02:00,1.009,0.017,0,0
2016-06-23 03:00,1.201,0.012,0,0
2016-06-23 04:00,1.456,0.018,0,0
2016-06-23 05:00,1.689,0.020,0,0
2016-06-23 06:00,1.749,0.016,0,0
2016-06-23 07:00,1.765,0.016,0,0
2016-06-23 08:00,1.521,0.012,0,0
2016-06-23 09:00,1.224,0.015,0,0
2016-06-23 10:00,0.791,0.017,0,0
2016-06-23 11:00,0.463,0.015,0,0
2016-06-23 12:00,0.125,0.022,0,0
2016-06-23 13:00,-0.068,0.008,0,0
2016-06-23 14:00,-0.123,0.013,0,0
2016-06-23 15:00,0.012,0.016,0,0
2016-06-23 16:00,0.289,0.032,0,0
2016-06-23 17:00,0.583,0.018,0,0
2016-06-23 18:00,0.895,0.011,0,0
2016-06-23 19:00,1.087,0.008,0,0
2016-06-23 20:00,1.218,0.013,0,0
2016-06-23 21:00,1.241,0.013,0,0
2016-06-23 22:00,1.060,0.028,0,0
2016-06-23 23:00,0.977,0.016,0,0
2016-06-24 00:00,0.789,0.023,0,0
2016-06-24 01:00,0.760,0.018,0,0
2016-06-24 02:00,0.824,0.012,0,0
2016-06-24 03:00,1.062,0.013,0,0
2016-06-24 04:00,1.209,0.013,0,0
2016-06-24 05:00,1.475,0.027,0,0
2016-06-24 06:00,1.625,0.013,0,0
2016-06-24 07:00,1.644,0.029,0,0
2016-06-24 08:00,1.564,0.020,0,0
2016-06-24 09:00,1.438,0.021,0,0
2016-06-24 10:00,1.108,0.016,0,0
2016-06-24 11:00,0.727,0.023,0,0
2016-06-24 12:00,0.322,0.013,0,0
2016-06-24 13:00,0.098,0.009,0,0
2016-06-24 14:00,-0.053,0.010,0,0
2016-06-24 15:00,0.046,0.016,0,0
2016-06-24 16:00,0.245,0.014,0,0
2016-06-24 17:00,0.434,0.000,0,0
2016-06-24 18:00,0.739,0.017,0,0
2016-06-24 19:00,0.989,0.013,0,0
2016-06-24 20:00,1.211,0.015,0,0
2016-06-24 21:00,1.321,0.021,0,0
2016-06-24 22:00,1.238,0.016,0,0
2016-06-24 23:00,1.143,0.020,0,0
2016-06-25 00:00,0.974,0.013,0,0
2016-06-25 01:00,0.908,0.012,0,0
2016-06-25 02:00,0.879,0.041,0,0
2016-06-25 03:00,0.906,0.014,0,0
2016-06-25 04:00,1.021,0.014,0,0
2016-06-25 05:00,1.238,0.021,0,0
2016-06-25 06:00,1.398,0.030,0,0
2016-06-25 07:00,1.545,0.025,0,0
2016-06-25 08:00,1.580,0.031,0,0
2016-06-25 09:00,1.505,0.024,0,0
2016-06-25 10:00,1.292,0.013,0,0
2016-06-25 11:00,0.981,0.045,0,0
2016-06-25 12:00,0.667,0.017,0,0
2016-06-25 13:00,0.393,0.017,0,0
2016-06-25 14:00,0.158,0.018,0,0
2016-06-25 15:00,0.113,0.016,0,0
2016-06-25 16:00,0.193,0.020,0,0
2016-06-25 17:00,0.354,0.013,0,0
2016-06-25 18:00,0.649,0.014,0,0
2016-06-25 19:00,0.918,0.018,0,0
2016-06-25 20:00,1.128,0.028,0,0
2016-06-25 21:00,1.337,0.028,0,0
2016-06-25 22:00,1.429,0.023,0,0
2016-06-25 23:00,1.306,0.018,0,0
2016-06-26 00:00,1.176,0.014,0,0
2016-06-26 01:00,1.034,0.033,0,0
2016-06-26 02:00,0.865,0.029,0,0
2016-06-26 03:00,0.875,0.012,0,0
2016-06-26 04:00,0.857,0.023,0,0
2016-06-26 05:00,0.998,0.014,0,0
2016-06-26 06:00,1.175,0.040,0,0
2016-06-26 07:00,1.364,0.014,0,0
2016-06-26 08:00,1.429,0.035,0,0
2016-06-26 09:00,1.489,0.020,0,0
2016-06-26 10:00,1.349,0.030,0,0
2016-06-26 11:00,1.205,0.015,0,0
2016-06-26 12:00,0.941,0.022,0,0
2016-06-26 13:00,0.678,0.014,0,0
2016-06-26 14:00,0.397,0.023,0,0
2016-06-26 15:00,0.287,0.010,0,0
2016-06-26 16:00,0.217,0.011,0,0
2016-06-26 17:00,0.269,0.016,0,0
2016-06-26 18:00,0.514,0.013,0,0
2016-06-26 19:00,0.743,0.009,0,0
2016-06-26 20:00,1.038,0.019,0,0
2016-06-26 21:00,1.226,0.010,0,0
2016-06-26 22:00,1.410,0.013,0,0
2016-06-26 23:00,1.403,0.010,0,0
2016-06-27 00:00,1.410,0.017,0,0
2016-06-27 01:00,1.248,0.013,0,0
2016-06-27 02:00,1.066,0.009,0,0
2016-06-27 03:00,0.902,0.019,0,0
2016-06-27 04:00,0.804,0.011,0,0
2016-06-27 05:00,0.810,0.014,0,0
2016-06-27 06:00,0.913,0.015,0,0
2016-06-27 07:00,1.015,0.012,0,0
2016-06-27 08:00,1.123,0.006,0,0
2016-06-27 09:00,1.272,0.017,0,0
2016-06-27 10:00,1.303,0.009,0,0
2016-06-27 11:00,1.293,0.012,0,0
2016-06-27 12:00,1.141,0.012,0,0
2016-06-27 13:00,0.958,0.014,0,0
2016-06-27 14:00,0.663,0.017,0,0
2016-06-27 15:00,0.501,0.009,0,0
2016-06-27 16:00,0.330,0.013,0,0
2016-06-27 17:00,0.347,0.017,0,0
2016-06-27 18:00,0.411,0.006,0,0
2016-06-27 19:00,0.644,0.008,0,0
2016-06-27 20:00,0.836,0.010,0,0
2016-06-27 21:00,1.126,0.013,0,0
2016-06-27 22:00,1.397,0.019,0,0
2016-06-27 23:00,1.572,0.014,0,0
2016-06-28 00:00,1.474,0.021,0,0
2016-06-28 01:00,1.422,0.020,0,0
2016-06-28 02:00,1.234,0.010,0,0
2016-06-28 03:00,1.099,0.010,0,0
2016-06-28 04:00,0.855,0.019,0,0
2016-06-28 05:00,0.726,0.009,0,0
2016-06-28 06:00,0.595,0.008,0,0
2016-06-28 07:00,0.661,0.015,0,0
2016-06-28 08:00,0.731,0.006,0,0
2016-06-28 09:00,0.887,0.015,0,0
2016-06-28 10:00,1.052,0.009,0,0
2016-06-28 11:00,1.162,0.010,0,0
2016-06-28 12:00,1.168,0.010,0,0
2016-06-28 13:00,1.149,0.017,0,0
2016-06-28 14:00,0.905,0.009,0,0
2016-06-28 15:00,0.748,0.010,0,0
2016-06-28 16:00,0.537,0.019,0,0
2016-06-28 17:00,0.477,0.006,0,0
2016-06-28 18:00,0.413,0.009,0,0
2016-06-28 19:00,0.494,0.007,0,0
2016-06-28 20:00,0.738,0.005,0,0
2016-06-28 21:00,0.977,0.011,0,0
2016-06-28 22:00,1.319,0.013,0,0
2016-06-28 23:00,1.542,0.014,0,0
2016-06-29 00:00,1.630,0.009,0,0
2016-06-29 01:00,1.640,0.024,0,0
2016-06-29 02:00,1.599,0.009,0,0
2016-06-29 03:00,1.355,0.008,0,0
2016-06-29 04:00,1.028,0.017,0,0
2016-06-29 05:00,0.782,0.010,0,0
2016-06-29 06:00,0.582,0.010,0,0
2016-06-29 07:00,0.431,0.011,0,0
2016-06-29 08:00,0.460,0.009,0,0
2016-06-29 09:00,0.557,0.006,0,0
2016-06-29 10:00,0.707,0.010,0,0
2016-06-29 11:00,0.882,0.010,0,0
2016-06-29 12:00,1.106,0.022,0,0
2016-06-29 13:00,1.125,0.013,0,0
2016-06-29 14:00,1.137,0.011,0,0
2016-06-29 15:00,1.011,0.010,0,0
2016-06-29 16:00,0.881,0.016,0,0
2016-06-29 17:00,0.686,0.010,0,0
2016-06-29 18:00,0.518,0.009,0,0
2016-06-29 19:00,0.488,0.021,0,0
2016-06-29 20:00,0.591,0.006,0,0
2016-06-29 21:00,0.826,0.011,0,0
2016-06-29 22:00,1.176,0.015,0,0
2016-06-29 23:00,1.412,0.015,0,0
2016-06-30 00:00,1.723,0.014,0,0
2016-06-30 01:00,1.855,0.016,0,0
2016-06-30 02:00,1.791,0.020,0,0
2016-06-30 03:00,1.632,0.020,0,0
2016-06-30 04:00,1.302,0.006,0,0
2016-06-30 05:00,0.912,0.015,0,0
2016-06-30 06:00,0.631,0.011,0,0
2016-06-30 07:00,0.353,0.014,0,0
2016-06-30 08:00,0.230,0.013,0,0
2016-06-30 09:00,0.232,0.010,0,0
2016-06-30 10:00,0.381,0.009,0,0
2016-06-30 11:00,0.619,0.008,0,0
2016-06-30 12:00,0.832,0.011,0,0
2016-06-30 13:00,1.054,0.007,0,0
2016-06-30 14:00,1.173,0.014,0,0
2016-06-30 15:00,1.184,0.015,0,0
2016-06-30 16:00,1.075,0.007,0,0
2016-06-30 17:00,0.839,0.011,0,0
2016-06-30 18:00,0.675,0.011,0,0
2016-06-30 19:00,0.557,0.006,0,0
2016-06-30 20:00,0.581,0.010,0,0
2016-06-30 21:00,0.678,0.010,0,0
2016-06-30 22:00,0.939,0.010,0,0
2016-06-30 23:00,1.268,0.016,0,0
2016-07-01 00:00,1.572,0.012,0,0
2016-07-01 01:00,1.843,0.013,0,0
2016-07-01 02:00,1.986,0.013,0,0
2016-07-01 03:00,1.893,0.013,0,0
2016-07-01 04:00,1.651,0.018,0,0
2016-07-01 05:00,1.279,0.018,0,0
2016-07-01 06:00,0.874,0.023,0,0
2016-07-01 07:00,0.488,0.007,0,0
2016-07-01 08:00,0.151,0.020,0,0
2016-07-01 09:00,0.030,0.010,0,0
2016-07-01 10:00,0.045,0.008,0,0
2016-07-01 11:00,0.165,0.005,0,0
2016-07-01 12:00,0.534,0.008,0,0
2016-07-01 13:00,0.806,0.008,0,0
2016-07-01 14:00,1.063,0.008,0,0
2016-07-01 15:00,1.214,0.012,0,0
2016-07-01 16:00,1.252,0.014,0,0
2016-07-01 17:00,1.144,0.008,0,0
2016-07-01 18:00,0.913,0.010,0,0
2016-07-01 19:00,0.725,0.014,0,0
2016-07-01 20:00,0.624,0.010,0,0
2016-07-01 21:00,0.625,0.016,0,0
2016-07-01 22:00,0.790,0.011,0,0
2016-07-01 23:00,0.987,0.009,0,0
2016-07-02 00:00,1.377,0.012,0,0
2016-07-02 01:00,1.718,0.014,0,0
2016-07-02 02:00,1.938,0.019,0,0
2016-07-02 03:00,2.030,0.014,0,0
2016-07-02 04:00,1.955,0.013,0,0
2016-07-02 05:00,1.669,0.011,0,0
2016-07-02 06:00,1.169,0.009,0,0
2016-07-02 07:00,0.698,0.017,0,0
2016-07-02 08:00,0.206,0.010,0,0
2016-07-02 09:00,-0.060,0.016,0,0
2016-07-02 10:00,-0.230,0.006,0,0
2016-07-02 11:00,-0.129,0.008,0,0
2016-07-02 12:00,0.114,0.007,0,0
2016-07-02 13:00,0.442,0.012,0,0
2016-07-02 14:00,0.810,0.005,0,0
2016-07-02 15:00,1.120,0.011,0,0
2016-07-02 16:00,1.216,0.009,0,0
2016-07-02 17:00,1.232,0.010,0,0
2016-07-02 18:00,1.098,0.021,0,0
2016-07-02 19:00,0.957,0.016,0,0
2016-07-02 20:00,0.702,0.016,0,0
2016-07-02 21:00,0.646,0.006,0,0
2016-07-02 22:00,0.673,0.008,0,0
2016-07-02 23:00,0.859,0.010,0,0
2016-07-03 00:00,1.121,0.007,0,0
2016-07-03 01:00,1.475,0.017,0,0
2016-07-03 02:00,1.823,0.012,0,0
2016-07-03 03:00,2.037,0.011,0,0
2016-07-03 04:00,2.072,0.016,0,0
2016-07-03 05:00,1.902,0.017,0,0
2016-07-03 06:00,1.499,0.023,0,0
2016-07-03 07:00,0.997,0.005,0,0
2016-07-03 08:00,0.548,0.017,0,0
2016-07-03 09:00,0.124,0.011,0,0
2016-07-03 10:00,-0.205,0.007,0,0
2016-07-03 11:00,-0.275,0.008,0,0
2016-07-03 12:00,-0.176,0.007,0,0
2016-07-03 13:00,0.114,0.005,0,0
2016-07-03 14:00,0.511,0.007,0,0
2016-07-03 15:00,0.902,0.019,0,0
2016-07-03 16:00,1.133,0.008,0,0
2016-07-03 17:00,1.287,0.009,0,0
2016-07-03 18:00,1.251,0.012,0,0
2016-07-03 19:00,1.113,0.011,0,0
2016-07-03 20:00,0.894,0.007,0,0
2016-07-03 21:00,0.695,0.006,0,0
2016-07-03 22:00,0.574,0.016,0,0
2016-07-03 23:00,0.687,0.006,0,0
2016-07-04 00:00,0.868,0.011,0,0
2016-07-04 01:00,1.235,0.015,0,0
2016-07-04 02:00,1.542,0.005,0,0
2016-07-04 03:00,1.906,0.016,0,0
2016-07-04 04:00,2.074,0.013,0,0
2016-07-04 05:00,2.094,0.020,0,0
2016-07-04 06:00,1.810,0.018,0,0
2016-07-04 07:00,1.353,0.008,0,0
2016-07-04 08:00,0.892,0.028,0,0
2016-07-04 09:00,0.357,0.006,0,0
2016-07-04 10:00,-0.039,0.013,0,0
2016-07-04 11:00,-0.291,0.007,0,0
2016-07-04 12:00,-0.352,0.015,0,0
2016-07-04 13:00,-0.157,0.011,0,0
2016-07-04 14:00,0.135,0.004,0,0
2016-07-04 15:00,0.566,0.008,0,0
2016-07-04 16:00,0.952,0.005,0,0
2016-07-04 17:00,1.190,0.010,0,0
2016-07-04 18:00,1.322,0.020,0,0
2016-07-04 19:00,1.261,0.016,0,0
2016-07-04 20:00,1.080,0.016,0,0
2016-07-04 21:00,0.844,0.013,0,0
2016-07-04 22:00,0.659,0.017,0,0
2016-07-04 23:00,0.625,0.008,0,0
2016-07-05 00:00,0.701,0.007,0,0
2016-07-05 01:00,0.956,0.010,0,0
2016-07-05 02:00,1.265,0.007,0,0
2016-07-05 03:00,1.672,0.016,0,0
2016-07-05 04:00,1.969,0.013,0,0
2016-07-05 05:00,2.071,0.019,0,0
2016-07-05 06:00,1.943,0.010,0,0
2016-07-05 07:00,1.684,0.013,0,0
2016-07-05 08:00,1.227,0.028,0,0
2016-07-05 09:00,0.724,0.016,0,0
2016-07-05 10:00,0.247,0.017,0,0
2016-07-05 11:00,-0.149,0.016,0,0
2016-07-05 12:00,-0.377,0.004,0,0
2016-07-05 13:00,-0.288,0.010,0,0
2016-07-05 14:00,-0.068,0.010,0,0
2016-07-05 15:00,0.331,0.004,0,0
2016-07-05 16:00,0.685,0.015,0,0
2016-07-05 17:00,1.039,0.014,0,0
2016-07-05 18:00,1.259,0.006,0,0
2016-07-05 19:00,1.308,0.009,0,0
2016-07-05 20:00,1.232,0.007,0,0
2016-07-05 21:00,1.038,0.010,0,0
2016-07-05 22:00,0.868,0.007,0,0
2016-07-05 23:00,0.720,0.014,0,0
2016-07-06 00:00,0.610,0.029,0,0
2016-07-06 01:00,0.735,0.020,0,0
2016-07-06 02:00,0.941,0.008,0,0
2016-07-06 03:00,1.310,0.023,0,0
2016-07-06 04:00,1.643,0.012,0,0
2016-07-06 05:00,1.921,0.015,0,0
2016-07-06 06:00,1.956,0.023,0,0
2016-07-06 07:00,1.830,0.022,0,0
2016-07-06 08:00,1.511,0.012,0,0
2016-07-06 09:00,1.056,0.009,0,0
2016-07-06 10:00,0.523,0.006,0,0
2016-07-06 11:00,0.147,0.027,0,0
2016-07-06 12:00,-0.188,0.004,0,0
2016-07-06 13:00,-0.294,0.006,0,0
2016-07-06 14:00,-0.211,0.004,0,0
2016-07-06 15:00,0.067,0.011,0,0
2016-07-06 16:00,0.412,0.002,0,0
2016-07-06 17:00,0.761,0.011,0,0
2016-07-06 18:00,1.091,0.022,0,0
2016-07-06 19:00,1.273,0.023,0,0
2016-07-06 20:00,1.305,0.013,0,0
2016-07-06 21:00,1.231,0.006,0,0
2016-07-06 22:00,1.004,0.004,0,0
2016-07-06 23:00,0.823,0.005,0,0
2016-07-07 00:00,0.703,0.004,0,0
2016-07-07 01:00,0.643,0.005,0,0
2016-07-07 02:00,0.786,0.005,0,0
2016-07-07 03:00,1.059,0.007,0,0
2016-07-07 04:00,1.381,0.009,0,0
2016-07-07 05:00,1.626,0.010,0,0
2016-07-07 06:00,1.775,0.005,0,0
2016-07-07 07:00,1.798,0.007,0,0
2016-07-07 08:00,1.642,0.008,0,0
2016-07-07 09:00,1.328,0.004,0,0
2016-07-07 10:00,0.921,0.004,0,0
2016-07-07 11:00,0.509,0.023,0,0
2016-07-07 12:00,0.155,0.005,0,0
2016-07-07 13:00,-0.102,0.009,0,0
2016-07-07 14:00,-0.073,0.012,0,0
2016-07-07 15:00,-0.026,0.015,0,0
2016-07-07 16:00,0.274,0.011,0,0
2016-07-07 17:00,0.599,0.008,0,0
2016-07-07 18:00,0.922,0.006,0,0
2016-07-07 19:00,1.210,0.003,0,0
2016-07-07 20:00,1.345,0.011,0,0
2016-07-07 21:00,1.325,0.005,0,0
2016-07-07 22:00,1.208,0.015,0,0
2016-07-07 23:00,0.998,0.006,0,0
2016-07-08 00:00,0.817,0.010,0,0
2016-07-08 01:00,0.772,0.016,0,0
2016-07-08 02:00,0.734,0.009,0,0
2016-07-08 03:00,0.900,0.005,0,0
2016-07-08 04:00,1.077,0.012,0,0
2016-07-08 05:00,1.385,0.006,0,0
2016-07-08 06:00,1.524,0.005,0,0
2016-07-08 07:00,1.662,0.005,0,0
2016-07-08 08:00,1.637,0.017,0,0
2016-07-08 09:00,1.462,0.007,0,0
2016-07-08 10:00,1.140,0.009,0,0
2016-07-08 11:00,0.796,0.008,0,0
2016-07-08 12:00,0.441,0.008,0,0
2016-07-08 13:00,0.184,0.006,0,0
2016-07-08 14:00,0.054,0.004,0,0
2016-07-08 15:00,0.075,0.006,0,0
2016-07-08 16:00,0.180,0.009,0,0
2016-07-08 17:00,0.487,0.019,0,0
2016-07-08 18:00,0.774,0.004,0,0
2016-07-08 19:00,1.060,0.011,0,0
2016-07-08 20:00,1.230,0.015,0,0
2016-07-08 21:00,1.333,0.027,0,0
2016-07-08 22:00,1.283,0.014,0,0
2016-07-08 23:00,1.166,0.007,0,0
2016-07-09 00:00,0.956,0.009,0,0
2016-07-09 01:00,0.866,0.012,0,0
2016-07-09 02:00,0.756,0.008,0,0
2016-07-09 03:00,0.803,0.012,0,0
2016-07-09 04:00,0.857,0.008,0,0
2016-07-09 05:00,1.077,0.006,0,0
2016-07-09 06:00,1.216,0.016,0,0
2016-07-09 07:00,1.397,0.010,0,0
2016-07-09 08:00,1.448,0.016,0,0
2016-07-09 09:00,1.394,0.013,0,0
2016-07-09 10:00,1.256,0.008,0,0
2016-07-09 11:00,1.066,0.008,0,0
2016-07-09 12:00,0.686,0.011,0,0
2016-07-09 13:00,0.428,0.015,0,0
2016-07-09 14:00,0.211,0.003,0,0
2016-07-09 15:00,0.206,0.008,0,0
2016-07-09 16:00,0.161,0.008,0,0
2016-07-09 17:00,0.371,0.004,0,0
2016-07-09 18:00,0.634,0.025,0,0
2016-07-09 19:00,0.902,0.041,0,0
2016-07-09 20:00,1.105,0.007,0,0
2016-07-09 21:00,1.306,0.010,0,0
2016-07-09 22:00,1.273,0.008,0,0
2016-07-09 23:00,1.284,0.007,0,0
2016-07-10 00:00,1.123,0.017,0,0
2016-07-10 01:00,0.984,0.014,0,0
2016-07-10 02:00,0.894,0.008,0,0
2016-07-10 03:00,0.818,0.005,0,0
2016-07-10 04:00,0.789,0.005,0,0
2016-07-10 05:00,0.844,0.022,0,0
2016-07-10 06:00,1.022,0.018,0,0
2016-07-10 07:00,1.106,0.009,0,0
2016-07-10 08:00,1.171,0.007,0,0
2016-07-10 09:00,1.248,0.007,0,0
2016-07-10 10:00,1.235,0.012,0,0
2016-07-10 11:00,1.093,0.009,0,0
2016-07-10 12:00,0.847,0.006,0,0
2016-07-10 13:00,0.698,0.007,0,0
2016-07-10 14:00,0.522,0.009,0,0
2016-07-10 15:00,0.383,0.009,0,0
2016-07-10 16:00,0.349,0.006,0,0
2016-07-10 17:00,0.385,0.005,0,0
2016-07-10 18:00,0.568,0.005,0,0
2016-07-10 19:00,0.810,0.010,0,0
2016-07-10 20:00,0.995,0.012,0,0
2016-07-10 21:00,1.230,0.013,0,0
2016-07-10 22:00,1.362,0.015,0,0
2016-07-10 23:00,1.410,0.018,0,0
2016-07-11 00:00,1.348,0.019,0,0
2016-07-11 01:00,1.225,0.011,0,0
