anio,mes,dia,hora(utc),altura(mm)
2016,6,22,15,139 
2016,6,22,16,98 
2016,6,22,17,176 
2016,6,22,18,354 
2016,6,22,19,595 
2016,6,22,20,848 
2016,6,22,21,1053 
2016,6,22,22,1159 
2016,6,22,23,1140 
2016,6,23,0,1003 
2016,6,23,1,777 
2016,6,23,2,510 
2016,6,23,3,267 
2016,6,23,4,109 
2016,6,23,5,70 
2016,6,23,6,149 
2016,6,23,7,317 
2016,6,23,8,529 
2016,6,23,9,730 
2016,6,23,10,865 
2016,6,23,11,897 
2016,6,23,12,820 
2016,6,23,13,655 
2016,6,23,14,442 
2016,6,23,15,239 
2016,6,23,16,108 
2016,6,23,17,93 
2016,6,23,18,201 
2016,6,23,19,405 
2016,6,23,20,664 
2016,6,23,21,920 
2016,6,23,22,1110 
2016,6,23,23,1185 
2016,6,24,0,1128 
2016,6,24,1,951 
2016,6,24,2,693 
2016,6,24,3,414 
2016,6,24,4,184 
2016,6,24,5,57 
2016,6,24,6,59 
2016,6,24,7,179 
2016,6,24,8,381 
2016,6,24,9,615 
2016,6,24,10,819 
2016,6,24,11,938 
2016,6,24,12,943 
2016,6,24,13,833 
2016,6,24,14,639 
2016,6,24,15,408 
2016,6,24,16,206 
2016,6,24,17,93 
2016,6,24,18,105 
2016,6,24,19,238 
2016,6,24,20,463 
2016,6,24,21,731 
2016,6,24,22,981 
2016,6,24,23,1146 
2016,6,25,0,1184 
2016,6,25,1,1087 
2016,6,25,2,875 
2016,6,25,3,597 
2016,6,25,4,321 
2016,6,25,5,115 
2016,6,25,6,27 
2016,6,25,7,71 
2016,6,25,8,230 
2016,6,25,9,463 
2016,6,25,10,710 
2016,6,25,11,909 
2016,6,25,12,1007 
2016,6,25,13,981 
2016,6,25,14,841 
2016,6,25,15,622 
2016,6,25,16,382 
2016,6,25,17,189 
2016,6,25,18,95 
2016,6,25,19,129 
2016,6,25,20,282 
2016,6,25,21,520 
2016,6,25,22,789 
2016,6,25,23,1022 
2016,6,26,0,1155 
2016,6,26,1,1154 
2016,6,26,2,1020 
2016,6,26,3,783 
2016,6,26,4,500 
2016,6,26,5,240 
2016,6,26,6,67 
2016,6,26,7,19 
2016,6,26,8,104 
2016,6,26,9,298 
2016,6,26,10,554 
2016,6,26,11,807 
2016,6,26,12,994 
2016,6,26,13,1067 
2016,6,26,14,1012 
2016,6,26,15,844 
2016,6,26,16,609 
2016,6,26,17,369 
2016,6,26,18,186 
2016,6,26,19,109 
2016,6,26,20,160 
2016,6,26,21,326 
2016,6,26,22,569 
2016,6,26,23,830 
2016,6,27,0,1037 
2016,6,27,1,1134 
2016,6,27,2,1098 
2016,6,27,3,936 
2016,6,27,4,687 
2016,6,27,5,411 
2016,6,27,6,177 
2016,6,27,7,39 
2016,6,27,8,30 
2016,6,27,9,153 
2016,6,27,10,376 
2016,6,27,11,646 
2016,6,27,12,898 
2016,6,27,13,1068 
2016,6,27,14,1116 
2016,6,27,15,1035 
2016,6,27,16,848 
2016,6,27,17,605 
2016,6,27,18,366 
2016,6,27,19,193 
2016,6,27,20,129 
2016,6,27,21,192 
2016,6,27,22,365 
2016,6,27,23,605 
2016,6,28,0,847 
2016,6,28,1,1025 
2016,6,28,2,1091 
2016,6,28,3,1028 
2016,6,28,4,850 
2016,6,28,5,600 
2016,6,28,6,339 
2016,6,28,7,132 
2016,6,28,8,28 
2016,6,28,9,54 
2016,6,28,10,208 
2016,6,28,11,453 
2016,6,28,12,731 
2016,6,28,13,976 
2016,6,28,14,1129 
2016,6,28,15,1156 
2016,6,28,16,1056 
2016,6,28,17,856 
2016,6,28,18,607 
2016,6,28,19,371 
2016,6,28,20,204 
2016,6,28,21,149 
2016,6,28,22,218 
2016,6,28,23,391 
2016,6,29,0,621 
2016,6,29,1,843 
2016,6,29,2,996 
2016,6,29,3,1038 
2016,6,29,4,958 
2016,6,29,5,774 
2016,6,29,6,530 
2016,6,29,7,287 
2016,6,29,8,104 
2016,6,29,9,28 
2016,6,29,10,83 
2016,6,29,11,259 
2016,6,29,12,518 
2016,6,29,13,799 
2016,6,29,14,1036 
2016,6,29,15,1176 
2016,6,29,16,1190 
2016,6,29,17,1078 
2016,6,29,18,869 
2016,6,29,19,616 
2016,6,29,20,378 
2016,6,29,21,214 
2016,6,29,22,163 
2016,6,29,23,233 
2016,6,30,0,401 
2016,6,30,1,618 
2016,6,30,2,824 
2016,6,30,3,960 
2016,6,30,4,990 
2016,6,30,5,903 
2016,6,30,6,719 
2016,6,30,7,483 
2016,6,30,8,253 
2016,6,30,9,88 
2016,6,30,10,32 
2016,6,30,11,106 
2016,6,30,12,297 
2016,6,30,13,563 
2016,6,30,14,846 
2016,6,30,15,1080 
2016,6,30,16,1214 
2016,6,30,17,1220 
2016,6,30,18,1101 
2016,6,30,19,885 
2016,6,30,20,626 
2016,6,30,21,385 
2016,6,30,22,220 
2016,6,30,23,167 
2016,7,1,0,232 
2016,7,1,1,393 
2016,7,1,2,602 
2016,7,1,3,800 
2016,7,1,4,931 
2016,7,1,5,958 
2016,7,1,6,872 
2016,7,1,7,690 
2016,7,1,8,458 
2016,7,1,9,236 
2016,7,1,10,80 
2016,7,1,11,34 
2016,7,1,12,117 
2016,7,1,13,316 
2016,7,1,14,588 
2016,7,1,15,873 
2016,7,1,16,1110 
2016,7,1,17,1245 
2016,7,1,18,1250 
2016,7,1,19,1125 
2016,7,1,20,901 
2016,7,1,21,635 
2016,7,1,22,389 
2016,7,1,23,217 
2016,7,2,0,156 
2016,7,2,1,215 
2016,7,2,2,373 
2016,7,2,3,582 
2016,7,2,4,782 
2016,7,2,5,917 
2016,7,2,6,949 
2016,7,2,7,865 
2016,7,2,8,683 
2016,7,2,9,452 
2016,7,2,10,230 
2016,7,2,11,75 
2016,7,2,12,30 
2016,7,2,13,116 
2016,7,2,14,319 
2016,7,2,15,597 
2016,7,2,16,890 
2016,7,2,17,1133 
2016,7,2,18,1272 
2016,7,2,19,1276 
2016,7,2,20,1145 
2016,7,2,21,914 
2016,7,2,22,639 
2016,7,2,23,383 
2016,7,3,0,200 
2016,7,3,1,131 
2016,7,3,2,188 
2016,7,3,3,350 
2016,7,3,4,566 
2016,7,3,5,777 
2016,7,3,6,923 
2016,7,3,7,961 
2016,7,3,8,878 
2016,7,3,9,694 
2016,7,3,10,459 
2016,7,3,11,232 
2016,7,3,12,70 
2016,7,3,13,22 
2016,7,3,14,108 
2016,7,3,15,315 
2016,7,3,16,600 
2016,7,3,17,902 
2016,7,3,18,1153 
2016,7,3,19,1295 
2016,7,3,20,1295 
2016,7,3,21,1157 
2016,7,3,22,917 
2016,7,3,23,631 
2016,7,4,0,362 
2016,7,4,1,168 
2016,7,4,2,96 
2016,7,4,3,158 
2016,7,4,4,331 
2016,7,4,5,562 
2016,7,4,6,788 
2016,7,4,7,945 
2016,7,4,8,989 
2016,7,4,9,904 
2016,7,4,10,716 
2016,7,4,11,474 
2016,7,4,12,238 
2016,7,4,13,67 
2016,7,4,14,14 
2016,7,4,15,103 
2016,7,4,16,316 
2016,7,4,17,608 
2016,7,4,18,917 
2016,7,4,19,1171 
2016,7,4,20,1310 
2016,7,4,21,1304 
2016,7,4,22,1157 
2016,7,4,23,905 
2016,7,5,0,606 
2016,7,5,1,324 
2016,7,5,2,125 
2016,7,5,3,60 
2016,7,5,4,136 
2016,7,5,5,325 
2016,7,5,6,574 
2016,7,5,7,814 
2016,7,5,8,979 
2016,7,5,9,1023 
2016,7,5,10,934 
2016,7,5,11,741 
2016,7,5,12,490 
2016,7,5,13,244 
2016,7,5,14,67 
2016,7,5,15,16 
2016,7,5,16,110 
2016,7,5,17,329 
2016,7,5,18,626 
2016,7,5,19,936 
2016,7,5,20,1186 
2016,7,5,21,1316 
2016,7,5,22,1297 
2016,7,5,23,1137 
2016,7,6,0,871 
2016,7,6,1,559 
2016,7,6,2,272 
2016,7,6,3,82 
2016,7,6,4,34 
2016,7,6,5,130 
2016,7,6,6,338 
2016,7,6,7,602 
2016,7,6,8,852 
2016,7,6,9,1018 
2016,7,6,10,1056 
2016,7,6,11,961 
2016,7,6,12,759 
2016,7,6,13,500 
2016,7,6,14,248 
2016,7,6,15,75 
2016,7,6,16,34 
2016,7,6,17,136 
2016,7,6,18,359 
2016,7,6,19,656 
2016,7,6,20,959 
2016,7,6,21,1195 
2016,7,6,22,1307 
2016,7,6,23,1270 
2016,7,7,0,1092 
2016,7,7,1,813 
2016,7,7,2,495 
2016,7,7,3,217 
2016,7,7,4,49 
2016,7,7,5,26 
2016,7,7,6,145 
2016,7,7,7,372 
2016,7,7,8,647 
2016,7,7,9,897 
2016,7,7,10,1055 
2016,7,7,11,1083 
2016,7,7,12,977 
2016,7,7,13,765 
2016,7,7,14,501 
2016,7,7,15,253 
2016,7,7,16,94 
2016,7,7,17,68 
2016,7,7,18,179 
2016,7,7,19,403 
2016,7,7,20,693 
2016,7,7,21,981 
2016,7,7,22,1193 
2016,7,7,23,1279 
2016,7,8,0,1217 
2016,7,8,1,1021 
2016,7,8,2,733 
2016,7,8,3,423 
2016,7,8,4,169 
2016,7,8,5,33 
2016,7,8,6,42 
2016,7,8,7,186 
2016,7,8,8,427 
2016,7,8,9,705 
2016,7,8,10,946 
2016,7,8,11,1087 
2016,7,8,12,1097 
2016,7,8,13,976 
2016,7,8,14,755 
2016,7,8,15,492 
2016,7,8,16,260 
2016,7,8,17,124 
2016,7,8,18,115 
2016,7,8,19,234 
2016,7,8,20,457 
2016,7,8,21,734 
2016,7,8,22,997 
2016,7,8,23,1176 
2016,7,9,0,1229 
2016,7,9,1,1140 
2016,7,9,2,927 
2016,7,9,3,641 
2016,7,9,4,353 
2016,7,9,5,136 
2016,7,9,6,40 
2016,7,9,7,82 
2016,7,9,8,248 
2016,7,9,9,499 
2016,7,9,10,771 
2016,7,9,11,992 
2016,7,9,12,1108 
2016,7,9,13,1094 
2016,7,9,14,956 
2016,7,9,15,730 
2016,7,9,16,479 
2016,7,9,17,271 
2016,7,9,18,161 
2016,7,9,19,170 
2016,7,9,20,296 
2016,7,9,21,514 
2016,7,9,22,772 
2016,7,9,23,1001 
2016,7,10,0,1141 
2016,7,10,1,1157 
2016,7,10,2,1041 
2016,7,10,3,820 
2016,7,10,4,549 
2016,7,10,5,295 
2016,7,10,6,122 
2016,7,10,7,68 
2016,7,10,8,142 
2016,7,10,9,328 
2016,7,10,10,581 
2016,7,10,11,837 
2016,7,10,12,1031 
2016,7,10,13,1115 
2016,7,10,14,1075 
2016,7,10,15,921 
2016,7,10,16,698 
2016,7,10,17,465 
2016,7,10,18,285 
2016,7,10,19,200 
2016,7,10,20,226 
2016,7,10,21,359 
2016,7,10,22,568 
2016,7,10,23,799 
2016,7,11,0,989 
2016,7,11,1,1087 
2016,7,11,2,1068 
2016,7,11,3,932 
2016,7,11,4,713 
2016,7,11,5,467 
2016,7,11,6,253 
2016,7,11,7,125 
2016,7,11,8,112 
2016,7,11,9,216 
2016,7,11,10,416 
2016,7,11,11,664 
2016,7,11,12,897 
2016,7,11,13,1057 
2016,7,11,14,1108 
2016,7,11,15,1042 
2016,7,11,16,878 
2016,7,11,17,663 
2016,7,11,18,452 
2016,7,11,19,299 
2016,7,11,20,238 
2016,7,11,21,280 
2016,7,11,22,416 
2016,7,11,23,611 
2016,7,12,0,811 
2016,7,12,1,959 
2016,7,12,2,1018 
2016,7,12,3,970 
2016,7,12,4,825 
2016,7,12,5,617 
2016,7,12,6,400 
2016,7,12,7,227 
2016,7,12,8,142 
2016,7,12,9,166 
2016,7,12,10,295 
2016,7,12,11,502 
2016,7,12,12,738 
2016,7,12,13,943 
2016,7,12,14,1069 
2016,7,12,15,1089 
2016,7,12,16,1003 
2016,7,12,17,835 
2016,7,12,18,630 
2016,7,12,19,441 
2016,7,12,20,312 
2016,7,12,21,272 
2016,7,12,22,328 
2016,7,12,23,462 
2016,7,13,0,638 
2016,7,13,1,805 
2016,7,13,2,916 
2016,7,13,3,943 
2016,7,13,4,876 
2016,7,13,5,728 
2016,7,13,6,537 
2016,7,13,7,351 
2016,7,13,8,215 
2016,7,13,9,168 
2016,7,13,10,223 
2016,7,13,11,371 
2016,7,13,12,578 
2016,7,13,13,798 
2016,7,13,14,975 
2016,7,13,15,1070 
2016,7,13,16,1065 
2016,7,13,17,965 
2016,7,13,18,796 
2016,7,13,19,601 
2016,7,13,20,430 
2016,7,13,21,323 
2016,7,13,22,301 
2016,7,13,23,364 
2016,7,14,0,492 
2016,7,14,1,648 
2016,7,14,2,785 
2016,7,14,3,867 
2016,7,14,4,871 
2016,7,14,5,793 
2016,7,14,6,650 
2016,7,14,7,476 
2016,7,14,8,316 
2016,7,14,9,213 
2016,7,14,10,197 
2016,7,14,11,277 
2016,7,14,12,436 
2016,7,14,13,640 
2016,7,14,14,842 
2016,7,14,15,994 
2016,7,14,16,1065 
2016,7,14,17,1041 
2016,7,14,18,931 
2016,7,14,19,761 
2016,7,14,20,576 
2016,7,14,21,420 
2016,7,14,22,330 
2016,7,14,23,320 
2016,7,15,0,386 
2016,7,15,1,505 
2016,7,15,2,643 
2016,7,15,3,759 
2016,7,15,4,821 
2016,7,15,5,812 
2016,7,15,6,729 
2016,7,15,7,590 
2016,7,15,8,430 
2016,7,15,9,293 
2016,7,15,10,216 
2016,7,15,11,225 
2016,7,15,12,323 
2016,7,15,13,489 
2016,7,15,14,688 
2016,7,15,15,876 
2016,7,15,16,1010 
2016,7,15,17,1062 
2016,7,15,18,1024 
2016,7,15,19,903 
2016,7,15,20,731 
2016,7,15,21,552 
2016,7,15,22,408 
2016,7,15,23,328 
2016,7,16,0,325 
2016,7,16,1,392 
2016,7,16,2,506 
2016,7,16,3,633 
2016,7,16,4,737 
2016,7,16,5,788 
2016,7,16,6,771 
2016,7,16,7,683 
2016,7,16,8,546 
2016,7,16,9,397 
2016,7,16,10,276 
2016,7,16,11,218 
2016,7,16,12,246 
2016,7,16,13,357 
2016,7,16,14,529 
2016,7,16,15,726 
2016,7,16,16,906 
2016,7,16,17,1028 
2016,7,16,18,1067 
2016,7,16,19,1013 
2016,7,16,20,880 
2016,7,16,21,704 
2016,7,16,22,527 
2016,7,16,23,387 
2016,7,17,0,313 
2016,7,17,1,315 
2016,7,17,2,386 
2016,7,17,3,502 
2016,7,17,4,628 
2016,7,17,5,729 
2016,7,17,6,775 
2016,7,17,7,750 
2016,7,17,8,655 
2016,7,17,9,516 
2016,7,17,10,371 
2016,7,17,11,259 
2016,7,17,12,215 
2016,7,17,13,257 
2016,7,17,14,381 
2016,7,17,15,563 
2016,7,17,16,765 
2016,7,17,17,942 
2016,7,17,18,1056 
2016,7,17,19,1079 
2016,7,17,20,1008 
2016,7,17,21,861 
2016,7,17,22,675 
2016,7,17,23,494 
2016,7,18,0,353 
2016,7,18,1,282 
2016,7,18,2,293 
2016,7,18,3,377 
2016,7,18,4,504 
2016,7,18,5,638 
2016,7,18,6,742 
2016,7,18,7,783 
2016,7,18,8,747 
2016,7,18,9,641 
2016,7,18,10,495 
2016,7,18,11,347 
2016,7,18,12,238 
2016,7,18,13,202 
2016,7,18,14,259 
2016,7,18,15,400 
2016,7,18,16,597 
2016,7,18,17,809 
2016,7,18,18,988 
2016,7,18,19,1092 
2016,7,18,20,1098 
2016,7,18,21,1006 
2016,7,18,22,839 
2016,7,18,23,638 
2016,7,19,0,445 
2016,7,19,1,301 
2016,7,19,2,238 
2016,7,19,3,268 
2016,7,19,4,373 
2016,7,19,5,521 
2016,7,19,6,669 
2016,7,19,7,778 
2016,7,19,8,812 
2016,7,19,9,761 
2016,7,19,10,638 
2016,7,19,11,477 
2016,7,19,12,320 
2016,7,19,13,208 
2016,7,19,14,181 
2016,7,19,15,256 
2016,7,19,16,421 
2016,7,19,17,638 
2016,7,19,18,863 
2016,7,19,19,1042 
2016,7,19,20,1135 
2016,7,19,21,1119 
2016,7,19,22,1000 
2016,7,19,23,808 
2016,7,20,0,585 
2016,7,20,1,377 
2016,7,20,2,234 
2016,7,20,3,189 
2016,7,20,4,248 
2016,7,20,5,384 
2016,7,20,6,559 
2016,7,20,7,725 
2016,7,20,8,836 
2016,7,20,9,859 
2016,7,20,10,786 
2016,7,20,11,641 
2016,7,20,12,460 
2016,7,20,13,286 
2016,7,20,14,171 
2016,7,20,15,157 
2016,7,20,16,258 
2016,7,20,17,448 
2016,7,20,18,687 
2016,7,20,19,923 
2016,7,20,20,1101 
2016,7,20,21,1176 
2016,7,20,22,1132 
2016,7,20,23,982 
2016,7,21,0,758 
2016,7,21,1,510 
2016,7,21,2,292 
2016,7,21,3,160 
2016,7,21,4,146 
2016,7,21,5,242 
2016,7,21,6,415 
2016,7,21,7,620 
2016,7,21,8,802 
2016,7,21,9,911 
2016,7,21,10,917 
2016,7,21,11,820 
2016,7,21,12,646 
2016,7,21,13,438 
2016,7,21,14,248 
2016,7,21,15,134 
2016,7,21,16,140 
2016,7,21,17,267 
2016,7,21,18,483 
2016,7,21,19,742 
2016,7,21,20,986 
2016,7,21,21,1154 
2016,7,21,22,1206 
2016,7,21,23,1129 
2016,7,22,0,942 
2016,7,22,1,686 
2016,7,22,2,417 
2016,7,22,3,200 
2016,7,22,4,93 
2016,7,22,5,117 
2016,7,22,6,256 
2016,7,22,7,468 
2016,7,22,8,701 
2016,7,22,9,895 
2016,7,22,10,997 
2016,7,22,11,980 
2016,7,22,12,853 
2016,7,22,13,647 
2016,7,22,14,411 
2016,7,22,15,209 
2016,7,22,16,105 
2016,7,22,17,133 
2016,7,22,18,285 
2016,7,22,19,523 
2016,7,22,20,797 
2016,7,22,21,1042 
2016,7,22,22,1194 
2016,7,22,23,1215 
2016,7,23,0,1101 
2016,7,23,1,877 
2016,7,23,2,592 
2016,7,23,3,314 
2016,7,23,4,114 
2016,7,23,5,42 
2016,7,23,6,110 
2016,7,23,7,292 
2016,7,23,8,541 
2016,7,23,9,798 
2016,7,23,10,996 
2016,7,23,11,1082 
2016,7,23,12,1038 
2016,7,23,13,878 
2016,7,23,14,639 
2016,7,23,15,382 
2016,7,23,16,178 
2016,7,23,17,89 
2016,7,23,18,139 
2016,7,23,19,311 
2016,7,23,20,566 
2016,7,23,21,847 
2016,7,23,22,1083 
2016,7,23,23,1210 
2016,7,24,0,1197 
2016,7,24,1,1045 
2016,7,24,2,788 
2016,7,24,3,488 
2016,7,24,4,217 
2016,7,24,5,46 
2016,7,24,6,16 
2016,7,24,7,127 
2016,7,24,8,349 
2016,7,24,9,629 
2016,7,24,10,899 
2016,7,24,11,1091 
2016,7,24,12,1157 
2016,7,24,13,1082 
2016,7,24,14,889 
2016,7,24,15,624 
2016,7,24,16,356 
2016,7,24,17,160 
2016,7,24,18,87 
2016,7,24,19,154 
2016,7,24,20,342 
2016,7,24,21,607 
2016,7,24,22,886 
2016,7,24,23,1103 
2016,7,25,0,1198 
2016,7,25,1,1149 
2016,7,25,2,964 
2016,7,25,3,688 
2016,7,25,4,388 
2016,7,25,5,139 
2016,7,25,6,4 
2016,7,25,7,15 
2016,7,25,8,166 
2016,7,25,9,421 
2016,7,25,10,721 
2016,7,25,11,994 
2016,7,25,12,1171 
2016,7,25,13,1210 
2016,7,25,14,1105 
2016,7,25,15,885 
2016,7,25,16,605 
2016,7,25,17,338 
2016,7,25,18,153 
2016,7,25,19,96 
2016,7,25,20,177 
2016,7,25,21,376 
2016,7,25,22,643 
2016,7,25,23,909 
2016,7,26,0,1098 
2016,7,26,1,1160 
2016,7,26,2,1079 
2016,7,26,3,872 
2016,7,26,4,591 
2016,7,26,5,305 
2016,7,26,6,85 
2016,7,26,7,-12 
2016,7,26,8,36 
2016,7,26,9,220 
2016,7,26,10,498 
2016,7,26,11,807 
2016,7,26,12,1071 
2016,7,26,13,1226 
2016,7,26,14,1238 
2016,7,26,15,1108 
2016,7,26,16,871 
2016,7,26,17,588 
2016,7,26,18,328 
2016,7,26,19,157 
2016,7,26,20,114 
2016,7,26,21,206 
2016,7,26,22,409 
2016,7,26,23,669 
2016,7,27,0,913 
2016,7,27,1,1072 
2016,7,27,2,1103 
2016,7,27,3,999 
2016,7,27,4,783 
2016,7,27,5,509 
2016,7,27,6,245 
2016,7,27,7,57 
2016,7,27,8,-7 
2016,7,27,9,72 
2016,7,27,10,280 
2016,7,27,11,570 
2016,7,27,12,875 
2016,7,27,13,1123 
2016,7,27,14,1254 
2016,7,27,15,1243 
2016,7,27,16,1097 
2016,7,27,17,854 
2016,7,27,18,574 
2016,7,27,19,326 
2016,7,27,20,169 
2016,7,27,21,138 
2016,7,27,22,237 
2016,7,27,23,438 
2016,7,28,0,682 
2016,7,28,1,901 
2016,7,28,2,1032 
2016,7,28,3,1041 
2016,7,28,4,925 
2016,7,28,5,710 
2016,7,28,6,450 
2016,7,28,7,210 
2016,7,28,8,49 
2016,7,28,9,12 
2016,7,28,10,114 
2016,7,28,11,334 
2016,7,28,12,625 
2016,7,28,13,919 
2016,7,28,14,1147 
2016,7,28,15,1258 
2016,7,28,16,1233 
2016,7,28,17,1080 
2016,7,28,18,838 
2016,7,28,19,567 
2016,7,28,20,331 
2016,7,28,21,186 
2016,7,28,22,164 
2016,7,28,23,265 
2016,7,29,0,456 
2016,7,29,1,682 
2016,7,29,2,878 
2016,7,29,3,989 
2016,7,29,4,987 
2016,7,29,5,868 
2016,7,29,6,660 
2016,7,29,7,415 
2016,7,29,8,195 
2016,7,29,9,56 
2016,7,29,10,38 
2016,7,29,11,152 
2016,7,29,12,375 
2016,7,29,13,658 
2016,7,29,14,938 
2016,7,29,15,1151 
2016,7,29,16,1250 
2016,7,29,17,1218 
2016,7,29,18,1065 
2016,7,29,19,827 
2016,7,29,20,564 
2016,7,29,21,340 
2016,7,29,22,204 
2016,7,29,23,185 
2016,7,30,0,281 
2016,7,30,1,461 
2016,7,30,2,672 
2016,7,30,3,854 
2016,7,30,4,956 
2016,7,30,5,951 
2016,7,30,6,835 
2016,7,30,7,635 
2016,7,30,8,403 
2016,7,30,9,197 
2016,7,30,10,71 
2016,7,30,11,62 
2016,7,30,12,179 
2016,7,30,13,398 
2016,7,30,14,672 
2016,7,30,15,942 
2016,7,30,16,1145 
2016,7,30,17,1240 
2016,7,30,18,1207 
2016,7,30,19,1054 
2016,7,30,20,821 
2016,7,30,21,565 
2016,7,30,22,347 
2016,7,30,23,214 
2016,7,31,0,193 
2016,7,31,1,282 
2016,7,31,2,455 
2016,7,31,3,659 
2016,7,31,4,836 
2016,7,31,5,939 
2016,7,31,6,938 
2016,7,31,7,827 
2016,7,31,8,633 
2016,7,31,9,409 
2016,7,31,10,211 
2016,7,31,11,90 
2016,7,31,12,81 
2016,7,31,13,194 
2016,7,31,14,407 
2016,7,31,15,675 
2016,7,31,16,939 
2016,7,31,17,1140 
2016,7,31,18,1235 
2016,7,31,19,1201 
2016,7,31,20,1048 
2016,7,31,21,817 
2016,7,31,22,564 
2016,7,31,23,346 
2016,8,1,0,210 
2016,8,1,1,183 
2016,8,1,2,271 
2016,8,1,3,443 
2016,8,1,4,649 
2016,8,1,5,832 
2016,8,1,6,942 
2016,8,1,7,946 
2016,8,1,8,838 
2016,8,1,9,648 
2016,8,1,10,428 
2016,8,1,11,230 
2016,8,1,12,106 
2016,8,1,13,93 
2016,8,1,14,201 
2016,8,1,15,411 
2016,8,1,16,677 
2016,8,1,17,941 
2016,8,1,18,1142 
2016,8,1,19,1235 
2016,8,1,20,1198 
2016,8,1,21,1043 
2016,8,1,22,810 
2016,8,1,23,555 
2016,8,2,0,330 
2016,8,2,1,188 
2016,8,2,2,161 
2016,8,2,3,254 
2016,8,2,4,435 
2016,8,2,5,652 
2016,8,2,6,846 
2016,8,2,7,965 
2016,8,2,8,972 
2016,8,2,9,865 
2016,8,2,10,675 
2016,8,2,11,452 
2016,8,2,12,249 
2016,8,2,13,118 
2016,8,2,14,101 
2016,8,2,15,208 
2016,8,2,16,418 
2016,8,2,17,686 
2016,8,2,18,951 
2016,8,2,19,1150 
2016,8,2,20,1238 
2016,8,2,21,1194 
2016,8,2,22,1032 
2016,8,2,23,792 
2016,8,3,0,527 
2016,8,3,1,295 
2016,8,3,2,152 
2016,8,3,3,136 
2016,8,3,4,243 
2016,8,3,5,439 
2016,8,3,6,672 
2016,8,3,7,878 
2016,8,3,8,1002 
2016,8,3,9,1008 
2016,8,3,10,897 
2016,8,3,11,703 
2016,8,3,12,473 
2016,8,3,13,261 
2016,8,3,14,125 
2016,8,3,15,110 
2016,8,3,16,222 
2016,8,3,17,436 
2016,8,3,18,706 
2016,8,3,19,969 
2016,8,3,20,1162 
2016,8,3,21,1238 
2016,8,3,22,1181 
2016,8,3,23,1006 
2016,8,4,0,754 
2016,8,4,1,479 
2016,8,4,2,245 
2016,8,4,3,115 
2016,8,4,4,118 
2016,8,4,5,247 
2016,8,4,6,463 
2016,8,4,7,711 
2016,8,4,8,925 
2016,8,4,9,1046 
2016,8,4,10,1045 
2016,8,4,11,927 
2016,8,4,12,723 
2016,8,4,13,481 
2016,8,4,14,263 
2016,8,4,15,132 
2016,8,4,16,126 
2016,8,4,17,247 
2016,8,4,18,466 
2016,8,4,19,736 
2016,8,4,20,991 
2016,8,4,21,1170 
2016,8,4,22,1228 
2016,8,4,23,1152 
2016,8,5,0,960 
2016,8,5,1,693 
2016,8,5,2,414 
2016,8,5,3,192 
2016,8,5,4,88 
2016,8,5,5,120 
2016,8,5,6,274 
2016,8,5,7,510 
2016,8,5,8,768 
2016,8,5,9,980 
2016,8,5,10,1091 
2016,8,5,11,1075 
2016,8,5,12,942 
2016,8,5,13,724 
2016,8,5,14,473 
2016,8,5,15,258 
2016,8,5,16,142 
2016,8,5,17,152 
2016,8,5,18,284 
2016,8,5,19,507 
2016,8,5,20,772 
2016,8,5,21,1014 
2016,8,5,22,1169 
2016,8,5,23,1201 
2016,8,6,0,1100 
2016,8,6,1,888 
2016,8,6,2,613 
2016,8,6,3,342 
2016,8,6,4,149 
2016,8,6,5,80 
2016,8,6,6,146 
2016,8,6,7,326 
2016,8,6,8,577 
2016,8,6,9,837 
2016,8,6,10,1037 
2016,8,6,11,1127 
2016,8,6,12,1089 
2016,8,6,13,935 
2016,8,6,14,702 
2016,8,6,15,451 
2016,8,6,16,251 
2016,8,6,17,158 
2016,8,6,18,188 
2016,8,6,19,330 
2016,8,6,20,556 
2016,8,6,21,811 
2016,8,6,22,1029 
2016,8,6,23,1152 
2016,8,7,0,1151 
2016,8,7,1,1022 
2016,8,7,2,793 
2016,8,7,3,521 
2016,8,7,4,276 
2016,8,7,5,122 
2016,8,7,6,95 
2016,8,7,7,196 
2016,8,7,8,399 
2016,8,7,9,660 
2016,8,7,10,911 
2016,8,7,11,1087 
2016,8,7,12,1147 
2016,8,7,13,1080 
2016,8,7,14,903 
2016,8,7,15,661 
2016,8,7,16,420 
2016,8,7,17,247 
2016,8,7,18,180 
2016,8,7,19,231 
2016,8,7,20,384 
2016,8,7,21,609 
2016,8,7,22,846 
2016,8,7,23,1031 
2016,8,8,0,1116 
2016,8,8,1,1077 
2016,8,8,2,922 
2016,8,8,3,687 
2016,8,8,4,431 
2016,8,8,5,223 
2016,8,8,6,116 
2016,8,8,7,132 
2016,8,8,8,265 
2016,8,8,9,487 
2016,8,8,10,747 
2016,8,8,11,978 
2016,8,8,12,1121 
2016,8,8,13,1144 
2016,8,8,14,1046 
2016,8,8,15,850 
2016,8,8,16,610 
2016,8,8,17,390 
2016,8,8,18,247 
2016,8,8,19,209 
2016,8,8,20,279 
2016,8,8,21,442 
2016,8,8,22,660 
2016,8,8,23,870 
2016,8,9,0,1015 
2016,8,9,1,1058 
2016,8,9,2,985 
2016,8,9,3,811 
2016,8,9,4,581 
2016,8,9,5,354 
2016,8,9,6,190 
2016,8,9,7,129 
2016,8,9,8,186 
