anio,mes,dia,hora(utc),altura(mm)
2016,1,20,14,410 
2016,1,20,15,603 
2016,1,20,16,748 
2016,1,20,17,806 
2016,1,20,18,758 
2016,1,20,19,611 
2016,1,20,20,403 
2016,1,20,21,189 
2016,1,20,22,22 
2016,1,20,23,-51 
2016,1,21,0,-5 
2016,1,21,1,154 
2016,1,21,2,395 
2016,1,21,3,667 
2016,1,21,4,909 
2016,1,21,5,1070 
2016,1,21,6,1114 
2016,1,21,7,1033 
2016,1,21,8,847 
2016,1,21,9,605 
2016,1,21,10,364 
2016,1,21,11,176 
2016,1,21,12,80 
2016,1,21,13,95 
2016,1,21,14,210 
2016,1,21,15,389 
2016,1,21,16,578 
2016,1,21,17,725 
2016,1,21,18,789 
2016,1,21,19,747 
2016,1,21,20,609 
2016,1,21,21,412 
2016,1,21,22,207 
2016,1,21,23,46 
2016,1,22,0,-26 
2016,1,22,1,16 
2016,1,22,2,169 
2016,1,22,3,402 
2016,1,22,4,667 
2016,1,22,5,905 
2016,1,22,6,1064 
2016,1,22,7,1106 
2016,1,22,8,1023 
2016,1,22,9,838 
2016,1,22,10,598 
2016,1,22,11,356 
2016,1,22,12,162 
2016,1,22,13,61 
2016,1,22,14,73 
2016,1,22,15,189 
2016,1,22,16,371 
2016,1,22,17,567 
2016,1,22,18,723 
2016,1,22,19,794 
2016,1,22,20,758 
2016,1,22,21,625 
2016,1,22,22,432 
2016,1,22,23,229 
2016,1,23,0,66 
2016,1,23,1,-10 
2016,1,23,2,28 
2016,1,23,3,177 
2016,1,23,4,409 
2016,1,23,5,673 
2016,1,23,6,910 
2016,1,23,7,1066 
2016,1,23,8,1104 
2016,1,23,9,1015 
2016,1,23,10,826 
2016,1,23,11,580 
2016,1,23,12,329 
2016,1,23,13,129 
2016,1,23,14,27 
2016,1,23,15,45 
2016,1,23,16,171 
2016,1,23,17,366 
2016,1,23,18,576 
2016,1,23,19,743 
2016,1,23,20,819 
2016,1,23,21,784 
2016,1,23,22,650 
2016,1,23,23,456 
2016,1,24,0,248 
2016,1,24,1,78 
2016,1,24,2,-1 
2016,1,24,3,37 
2016,1,24,4,189 
2016,1,24,5,424 
2016,1,24,6,690 
2016,1,24,7,925 
2016,1,24,8,1074 
2016,1,24,9,1101 
2016,1,24,10,1002 
2016,1,24,11,801 
2016,1,24,12,542 
2016,1,24,13,281 
2016,1,24,14,80 
2016,1,24,15,-12 
2016,1,24,16,24 
2016,1,24,17,169 
2016,1,24,18,382 
2016,1,24,19,607 
2016,1,24,20,781 
2016,1,24,21,857 
2016,1,24,22,817 
2016,1,24,23,677 
2016,1,25,0,473 
2016,1,25,1,255 
2016,1,25,2,81 
2016,1,25,3,5 
2016,1,25,4,52 
2016,1,25,5,212 
2016,1,25,6,451 
2016,1,25,7,718 
2016,1,25,8,946 
2016,1,25,9,1082 
2016,1,25,10,1091 
2016,1,25,11,974 
2016,1,25,12,755 
2016,1,25,13,482 
2016,1,25,14,216 
2016,1,25,15,26 
2016,1,25,16,-43 
2016,1,25,17,20 
2016,1,25,18,190 
2016,1,25,19,424 
2016,1,25,20,660 
2016,1,25,21,833 
2016,1,25,22,899 
2016,1,25,23,847 
2016,1,26,0,693 
2016,1,26,1,475 
2016,1,26,2,248 
2016,1,26,3,78 
2016,1,26,4,15 
2016,1,26,5,76 
2016,1,26,6,247 
2016,1,26,7,491 
2016,1,26,8,753 
2016,1,26,9,968 
2016,1,26,10,1081 
2016,1,26,11,1065 
2016,1,26,12,922 
2016,1,26,13,683 
2016,1,26,14,400 
2016,1,26,15,143 
2016,1,26,16,-20 
2016,1,26,17,-53 
2016,1,26,18,42 
2016,1,26,19,239 
2016,1,26,20,490 
2016,1,26,21,728 
2016,1,26,22,889 
2016,1,26,23,937 
2016,1,27,0,864 
2016,1,27,1,690 
2016,1,27,2,457 
2016,1,27,3,230 
2016,1,27,4,74 
2016,1,27,5,33 
2016,1,27,6,112 
2016,1,27,7,293 
2016,1,27,8,540 
2016,1,27,9,791 
2016,1,27,10,981 
2016,1,27,11,1063 
2016,1,27,12,1014 
2016,1,27,13,843 
2016,1,27,14,587 
2016,1,27,15,307 
2016,1,27,16,77 
2016,1,27,17,-46 
2016,1,27,18,-39 
2016,1,27,19,92 
2016,1,27,20,314 
2016,1,27,21,574 
2016,1,27,22,803 
2016,1,27,23,942 
2016,1,28,0,962 
2016,1,28,1,860 
2016,1,28,2,663 
2016,1,28,3,422 
2016,1,28,4,206 
2016,1,28,5,76 
2016,1,28,6,60 
2016,1,28,7,158 
2016,1,28,8,349 
2016,1,28,9,593 
2016,1,28,10,823 
2016,1,28,11,980 
2016,1,28,12,1022 
2016,1,28,13,936 
2016,1,28,14,739 
2016,1,28,15,477 
2016,1,28,16,217 
2016,1,28,17,26 
2016,1,28,18,-49 
2016,1,28,19,3 
2016,1,28,20,167 
2016,1,28,21,409 
2016,1,28,22,667 
2016,1,28,23,875 
2016,1,29,0,981 
2016,1,29,1,964 
2016,1,29,2,831 
2016,1,29,3,616 
2016,1,29,4,378 
2016,1,29,5,184 
2016,1,29,6,84 
2016,1,29,7,95 
2016,1,29,8,211 
2016,1,29,9,410 
2016,1,29,10,643 
2016,1,29,11,843 
2016,1,29,12,957 
2016,1,29,13,956 
2016,1,29,14,835 
2016,1,29,15,620 
2016,1,29,16,367 
2016,1,29,17,140 
2016,1,29,18,-3 
2016,1,29,19,-28 
2016,1,29,20,66 
2016,1,29,21,261 
2016,1,29,22,512 
2016,1,29,23,757 
2016,1,30,0,932 
2016,1,30,1,998 
2016,1,30,2,942 
2016,1,30,3,780 
2016,1,30,4,557 
2016,1,30,5,333 
2016,1,30,6,168 
2016,1,30,7,99 
2016,1,30,8,136 
2016,1,30,9,270 
2016,1,30,10,470 
2016,1,30,11,681 
2016,1,30,12,842 
2016,1,30,13,911 
2016,1,30,14,868 
2016,1,30,15,720 
2016,1,30,16,501 
2016,1,30,17,269 
2016,1,30,18,83 
2016,1,30,19,-10 
2016,1,30,20,13 
2016,1,30,21,146 
2016,1,30,22,361 
2016,1,30,23,611 
2016,1,31,0,831 
2016,1,31,1,967 
2016,1,31,2,990 
2016,1,31,3,899 
2016,1,31,4,718 
2016,1,31,5,498 
2016,1,31,6,295 
2016,1,31,7,160 
2016,1,31,8,121 
2016,1,31,9,182 
2016,1,31,10,328 
2016,1,31,11,519 
2016,1,31,12,701 
2016,1,31,13,820 
2016,1,31,14,845 
2016,1,31,15,768 
2016,1,31,16,605 
2016,1,31,17,395 
2016,1,31,18,192 
2016,1,31,19,50 
2016,1,31,20,4 
2016,1,31,21,69 
2016,1,31,22,232 
2016,1,31,23,458 
2016,2,1,0,694 
2016,2,1,1,882 
2016,2,1,2,977 
2016,2,1,3,962 
2016,2,1,4,844 
2016,2,1,5,656 
2016,2,1,6,445 
2016,2,1,7,266 
2016,2,1,8,160 
2016,2,1,9,148 
2016,2,1,10,228 
2016,2,1,11,376 
2016,2,1,12,550 
2016,2,1,13,698 
2016,2,1,14,778 
2016,2,1,15,769 
2016,2,1,16,670 
2016,2,1,17,503 
2016,2,1,18,310 
2016,2,1,19,140 
2016,2,1,20,38 
2016,2,1,21,33 
2016,2,1,22,132 
2016,2,1,23,314 
2016,2,2,0,539 
2016,2,2,1,755 
2016,2,2,2,909 
2016,2,2,3,968 
2016,2,2,4,924 
2016,2,2,5,790 
2016,2,2,6,600 
2016,2,2,7,403 
2016,2,2,8,246 
2016,2,2,9,166 
2016,2,2,10,176 
2016,2,2,11,267 
2016,2,2,12,409 
2016,2,2,13,561 
2016,2,2,14,677 
2016,2,2,15,726 
2016,2,2,16,693 
2016,2,2,17,584 
2016,2,2,18,422 
2016,2,2,19,248 
2016,2,2,20,108 
2016,2,2,21,41 
2016,2,2,22,71 
2016,2,2,23,194 
2016,2,3,0,385 
2016,2,3,1,602 
2016,2,3,2,795 
2016,2,3,3,919 
2016,2,3,4,950 
2016,2,3,5,886 
2016,2,3,6,743 
2016,2,3,7,556 
2016,2,3,8,372 
2016,2,3,9,235 
2016,2,3,10,175 
2016,2,3,11,198 
2016,2,3,12,291 
2016,2,3,13,423 
2016,2,3,14,555 
2016,2,3,15,648 
2016,2,3,16,677 
2016,2,3,17,632 
2016,2,3,18,519 
2016,2,3,19,364 
2016,2,3,20,208 
2016,2,3,21,93 
2016,2,3,22,54 
2016,2,3,23,107 
2016,2,4,0,245 
2016,2,4,1,438 
2016,2,4,2,645 
2016,2,4,3,819 
2016,2,4,4,923 
2016,2,4,5,936 
2016,2,4,6,859 
2016,2,4,7,709 
2016,2,4,8,524 
2016,2,4,9,350 
2016,2,4,10,227 
2016,2,4,11,177 
2016,2,4,12,206 
2016,2,4,13,297 
2016,2,4,14,422 
2016,2,4,15,542 
2016,2,4,16,623 
2016,2,4,17,643 
2016,2,4,18,592 
2016,2,4,19,478 
2016,2,4,20,328 
2016,2,4,21,185 
2016,2,4,22,86 
2016,2,4,23,65 
2016,2,5,0,132 
2016,2,5,1,278 
2016,2,5,2,473 
2016,2,5,3,675 
2016,2,5,4,840 
2016,2,5,5,932 
2016,2,5,6,934 
2016,2,5,7,845 
2016,2,5,8,687 
2016,2,5,9,500 
2016,2,5,10,330 
2016,2,5,11,210 
2016,2,5,12,164 
2016,2,5,13,195 
2016,2,5,14,289 
2016,2,5,15,415 
2016,2,5,16,536 
2016,2,5,17,617 
2016,2,5,18,636 
2016,2,5,19,580 
2016,2,5,20,462 
2016,2,5,21,312 
2016,2,5,22,172 
2016,2,5,23,79 
2016,2,6,0,65 
2016,2,6,1,141 
2016,2,6,2,295 
2016,2,6,3,495 
2016,2,6,4,701 
2016,2,6,5,866 
2016,2,6,6,953 
2016,2,6,7,945 
2016,2,6,8,842 
2016,2,6,9,672 
2016,2,6,10,477 
2016,2,6,11,300 
2016,2,6,12,176 
2016,2,6,13,129 
2016,2,6,14,168 
2016,2,6,15,274 
2016,2,6,16,415 
2016,2,6,17,549 
2016,2,6,18,640 
2016,2,6,19,659 
2016,2,6,20,597 
2016,2,6,21,469 
2016,2,6,22,310 
2016,2,6,23,162 
2016,2,7,0,64 
2016,2,7,1,49 
2016,2,7,2,131 
2016,2,7,3,298 
2016,2,7,4,513 
2016,2,7,5,730 
2016,2,7,6,901 
2016,2,7,7,986 
2016,2,7,8,965 
2016,2,7,9,845 
2016,2,7,10,656 
2016,2,7,11,443 
2016,2,7,12,250 
2016,2,7,13,116 
2016,2,7,14,75 
2016,2,7,15,132 
2016,2,7,16,264 
2016,2,7,17,432 
2016,2,7,18,590 
2016,2,7,19,695 
2016,2,7,20,715 
2016,2,7,21,641 
2016,2,7,22,495 
2016,2,7,23,316 
2016,2,8,0,148 
2016,2,8,1,35 
2016,2,8,2,17 
2016,2,8,3,110 
2016,2,8,4,295 
2016,2,8,5,531 
2016,2,8,6,766 
2016,2,8,7,945 
2016,2,8,8,1025 
2016,2,8,9,988 
2016,2,8,10,843 
2016,2,8,11,628 
2016,2,8,12,388 
2016,2,8,13,173 
2016,2,8,14,35 
2016,2,8,15,10 
2016,2,8,16,99 
2016,2,8,17,269 
2016,2,8,18,474 
2016,2,8,19,662 
2016,2,8,20,781 
2016,2,8,21,796 
2016,2,8,22,705 
2016,2,8,23,533 
2016,2,9,0,324 
2016,2,9,1,125 
2016,2,9,2,-6 
2016,2,9,3,-24 
2016,2,9,4,85 
2016,2,9,5,293 
2016,2,9,6,553 
2016,2,9,7,806 
2016,2,9,8,991 
2016,2,9,9,1062 
2016,2,9,10,1002 
2016,2,9,11,827 
2016,2,9,12,577 
2016,2,9,13,306 
2016,2,9,14,74 
2016,2,9,15,-56 
2016,2,9,16,-51 
2016,2,9,17,79 
2016,2,9,18,295 
2016,2,9,19,542 
2016,2,9,20,759 
2016,2,9,21,887 
2016,2,9,22,893 
2016,2,9,23,777 
2016,2,10,0,571 
2016,2,10,1,323 
2016,2,10,2,92 
2016,2,10,3,-53 
2016,2,10,4,-63 
2016,2,10,5,65 
2016,2,10,6,296 
2016,2,10,7,578 
2016,2,10,8,846 
2016,2,10,9,1031 
2016,2,10,10,1086 
2016,2,10,11,997 
2016,2,10,12,787 
2016,2,10,13,501 
2016,2,10,14,203 
2016,2,10,15,-32 
2016,2,10,16,-140 
2016,2,10,17,-96 
2016,2,10,18,81 
2016,2,10,19,343 
2016,2,10,20,630 
2016,2,10,21,870 
2016,2,10,22,1000 
2016,2,10,23,988 
2016,2,11,0,842 
2016,2,11,1,596 
2016,2,11,2,309 
2016,2,11,3,53 
2016,2,11,4,-94 
2016,2,11,5,-93 
2016,2,11,6,53 
2016,2,11,7,305 
2016,2,11,8,605 
2016,2,11,9,880 
2016,2,11,10,1056 
2016,2,11,11,1088 
2016,2,11,12,967 
2016,2,11,13,721 
2016,2,11,14,405 
2016,2,11,15,96 
2016,2,11,16,-127 
2016,2,11,17,-202 
2016,2,11,18,-115 
2016,2,11,19,106 
2016,2,11,20,410 
2016,2,11,21,727 
2016,2,11,22,978 
2016,2,11,23,1099 
2016,2,12,0,1063 
2016,2,12,1,883 
2016,2,12,2,600 
2016,2,12,3,283 
2016,2,12,4,18 
2016,2,12,5,-123 
2016,2,12,6,-108 
2016,2,12,7,54 
2016,2,12,8,322 
2016,2,12,9,633 
2016,2,12,10,904 
2016,2,12,11,1061 
2016,2,12,12,1064 
2016,2,12,13,911 
2016,2,12,14,636 
2016,2,12,15,304 
2016,2,12,16,1 
2016,2,12,17,-195 
2016,2,12,18,-232 
2016,2,12,19,-106 
2016,2,12,20,153 
2016,2,12,21,487 
2016,2,12,22,819 
2016,2,12,23,1066 
2016,2,13,0,1167 
2016,2,13,1,1103 
2016,2,13,2,891 
2016,2,13,3,581 
2016,2,13,4,253 
2016,2,13,5,-8 
2016,2,13,6,-135 
2016,2,13,7,-105 
2016,2,13,8,70 
2016,2,13,9,348 
2016,2,13,10,657 
2016,2,13,11,911 
2016,2,13,12,1041 
2016,2,13,13,1013 
2016,2,13,14,833 
2016,2,13,15,542 
2016,2,13,16,214 
2016,2,13,17,-67 
2016,2,13,18,-229 
2016,2,13,19,-230 
2016,2,13,20,-71 
2016,2,13,21,213 
2016,2,13,22,562 
2016,2,13,23,891 
2016,2,14,0,1120 
2016,2,14,1,1195 
2016,2,14,2,1102 
2016,2,14,3,867 
2016,2,14,4,547 
2016,2,14,5,225 
2016,2,14,6,-19 
2016,2,14,7,-128 
2016,2,14,8,-83 
2016,2,14,9,102 
2016,2,14,10,379 
2016,2,14,11,673 
2016,2,14,12,899 
2016,2,14,13,998 
2016,2,14,14,942 
2016,2,14,15,745 
2016,2,14,16,455 
2016,2,14,17,146 
2016,2,14,18,-104 
2016,2,14,19,-230 
2016,2,14,20,-200 
2016,2,14,21,-18 
2016,2,14,22,278 
2016,2,14,23,623 
2016,2,15,0,934 
2016,2,15,1,1133 
2016,2,15,2,1179 
2016,2,15,3,1065 
2016,2,15,4,821 
2016,2,15,5,509 
2016,2,15,6,206 
2016,2,15,7,-14 
2016,2,15,8,-103 
2016,2,15,9,-45 
2016,2,15,10,143 
2016,2,15,11,409 
2016,2,15,12,676 
2016,2,15,13,869 
2016,2,15,14,937 
2016,2,15,15,862 
2016,2,15,16,661 
2016,2,15,17,385 
2016,2,15,18,105 
2016,2,15,19,-110 
2016,2,15,20,-204 
2016,2,15,21,-150 
2016,2,15,22,44 
2016,2,15,23,337 
2016,2,16,0,663 
2016,2,16,1,943 
2016,2,16,2,1110 
2016,2,16,3,1132 
2016,2,16,4,1006 
2016,2,16,5,767 
2016,2,16,6,474 
2016,2,16,7,199 
2016,2,16,8,5 
2016,2,16,9,-64 
2016,2,16,10,4 
2016,2,16,11,187 
2016,2,16,12,431 
2016,2,16,13,665 
2016,2,16,14,825 
2016,2,16,15,869 
2016,2,16,16,785 
2016,2,16,17,592 
2016,2,16,18,339 
2016,2,16,19,90 
2016,2,16,20,-92 
2016,2,16,21,-160 
2016,2,16,22,-91 
2016,2,16,23,103 
2016,2,17,0,381 
2016,2,17,1,678 
2016,2,17,2,924 
2016,2,17,3,1063 
2016,2,17,4,1069 
2016,2,17,5,943 
2016,2,17,6,718 
2016,2,17,7,449 
2016,2,17,8,203 
2016,2,17,9,34 
2016,2,17,10,-18 
2016,2,17,11,52 
2016,2,17,12,221 
2016,2,17,13,439 
2016,2,17,14,642 
2016,2,17,15,777 
2016,2,17,16,808 
2016,2,17,17,724 
