Date Time, Water Level, Sigma, O, F, R, L, Quality 
2016-05-23 00:00,2.067,0.020,0,0,0,0,v
2016-05-23 00:06,2.343,0.033,0,0,0,0,v
2016-05-23 00:12,2.382,0.010,0,0,0,0,v
2016-05-23 00:18,2.238,0.030,0,0,0,0,v
2016-05-23 00:24,2.395,0.059,0,0,0,0,v
2016-05-23 00:30,2.425,0.039,0,0,0,0,v
2016-05-23 00:36,2.379,0.036,0,0,0,0,v
2016-05-23 00:42,2.575,0.020,0,0,0,0,v
2016-05-23 00:48,2.533,0.016,0,0,0,0,v
2016-05-23 00:54,2.605,0.039,0,0,0,0,v
2016-05-23 01:00,2.726,0.020,0,0,0,0,v
2016-05-23 01:06,2.844,0.026,0,0,0,0,v
2016-05-23 01:12,2.923,0.016,0,0,0,0,v
2016-05-23 01:18,2.930,0.043,0,0,0,0,v
2016-05-23 01:24,3.110,0.016,0,0,0,0,v
2016-05-23 01:30,3.136,0.010,0,0,0,0,v
2016-05-23 01:36,3.202,0.013,0,0,0,0,v
2016-05-23 01:42,3.241,0.020,0,0,0,0,v
2016-05-23 01:48,3.419,0.020,0,0,0,0,v
2016-05-23 01:54,3.396,0.023,0,0,0,0,v
2016-05-23 02:00,3.606,0.020,0,0,0,0,v
2016-05-23 02:06,3.615,0.016,0,0,0,0,v
2016-05-23 02:12,3.720,0.043,0,0,0,0,v
2016-05-23 02:18,3.816,0.010,0,0,0,0,v
2016-05-23 02:24,3.888,0.030,0,0,0,0,v
2016-05-23 02:30,3.937,0.013,0,0,0,0,v
2016-05-23 02:36,4.078,0.043,0,0,0,0,v
2016-05-23 02:42,4.167,0.023,0,0,0,0,v
2016-05-23 02:48,4.222,0.013,0,0,0,0,v
2016-05-23 02:54,4.416,0.033,0,0,0,0,v
2016-05-23 03:00,4.436,0.016,0,0,0,0,v
2016-05-23 03:06,4.514,0.020,0,0,0,0,v
2016-05-23 03:12,4.662,0.043,0,0,0,0,v
2016-05-23 03:18,4.656,0.039,0,0,0,0,v
2016-05-23 03:24,4.931,0.052,0,0,0,0,v
2016-05-23 03:30,4.734,0.023,0,0,0,0,v
2016-05-23 03:36,5.007,0.023,0,0,0,0,v
2016-05-23 03:42,4.974,0.036,0,0,0,0,v
2016-05-23 03:48,5.059,0.056,0,0,0,0,v
2016-05-23 03:54,5.026,0.059,0,0,0,0,v
2016-05-23 04:00,5.253,0.020,0,0,0,0,v
2016-05-23 04:06,5.213,0.016,0,0,0,0,v
2016-05-23 04:12,5.295,0.023,0,0,0,0,v
2016-05-23 04:18,5.394,0.023,0,0,0,0,v
2016-05-23 04:24,5.427,0.020,0,0,0,0,v
2016-05-23 04:30,5.358,0.039,0,0,0,0,v
2016-05-23 04:36,5.535,0.016,0,0,0,0,v
2016-05-23 04:42,5.472,0.036,0,0,0,0,v
2016-05-23 04:48,5.581,0.036,0,0,0,0,v
2016-05-23 04:54,5.640,0.052,0,0,0,0,v
2016-05-23 05:00,5.541,0.020,0,0,0,0,v
2016-05-23 05:06,5.791,0.026,0,0,0,0,v
2016-05-23 05:12,5.581,0.016,0,0,0,0,v
2016-05-23 05:18,5.741,0.026,0,0,0,0,v
2016-05-23 05:24,5.722,0.020,0,0,0,0,v
2016-05-23 05:30,5.620,0.033,0,0,0,0,v
2016-05-23 05:36,5.633,0.036,0,0,0,0,v
2016-05-23 05:42,5.663,0.026,0,0,0,0,v
2016-05-23 05:48,5.528,0.020,0,0,0,0,v
2016-05-23 05:54,5.614,0.039,0,0,0,0,v
2016-05-23 06:00,5.486,0.026,0,0,0,0,v
2016-05-23 06:06,5.531,0.072,0,0,0,0,v
2016-05-23 06:12,5.377,0.030,0,0,0,0,v
2016-05-23 06:18,5.472,0.020,0,0,0,0,v
2016-05-23 06:24,5.259,0.023,0,0,0,0,v
2016-05-23 06:30,5.322,0.016,0,0,0,0,v
2016-05-23 06:36,5.131,0.033,0,0,0,0,v
2016-05-23 06:42,5.171,0.033,0,0,0,0,v
2016-05-23 06:48,5.010,0.030,0,0,0,0,v
2016-05-23 06:54,4.941,0.026,0,0,0,0,v
2016-05-23 07:00,4.908,0.030,0,0,0,0,v
2016-05-23 07:06,4.898,0.030,0,0,0,0,v
2016-05-23 07:12,4.783,0.033,0,0,0,0,v
2016-05-23 07:18,4.698,0.020,0,0,0,0,v
2016-05-23 07:24,4.531,0.023,0,0,0,0,v
2016-05-23 07:30,4.469,0.036,0,0,0,0,v
2016-05-23 07:36,4.288,0.016,0,0,0,0,v
2016-05-23 07:42,4.311,0.036,0,0,0,0,v
2016-05-23 07:48,3.967,0.026,0,0,0,0,v
2016-05-23 07:54,4.131,0.013,0,0,0,0,v
2016-05-23 08:00,3.822,0.039,0,0,0,0,v
2016-05-23 08:06,3.848,0.016,0,0,0,0,v
2016-05-23 08:12,3.701,0.016,0,0,0,0,v
2016-05-23 08:18,3.533,0.016,0,0,0,0,v
2016-05-23 08:24,3.484,0.030,0,0,0,0,v
2016-05-23 08:30,3.346,0.030,0,0,0,0,v
2016-05-23 08:36,3.081,0.033,0,0,0,0,v
2016-05-23 08:42,3.133,0.016,0,0,0,0,v
2016-05-23 08:48,2.841,0.059,0,0,0,0,v
2016-05-23 08:54,2.710,0.026,0,0,0,0,v
2016-05-23 09:00,2.631,0.066,0,0,0,0,v
2016-05-23 09:06,2.454,0.026,0,0,0,0,v
2016-05-23 09:12,2.411,0.059,0,0,0,0,v
2016-05-23 09:18,2.178,0.013,0,0,0,0,v
2016-05-23 09:24,2.238,0.062,0,0,0,0,v
2016-05-23 09:30,1.844,0.020,0,0,0,0,v
2016-05-23 09:36,1.946,0.016,0,0,0,0,v
2016-05-23 09:42,1.640,0.052,0,0,0,0,v
2016-05-23 09:48,1.604,0.013,0,0,0,0,v
2016-05-23 09:54,1.594,0.036,0,0,0,0,v
2016-05-23 10:00,1.381,0.036,0,0,0,0,v
2016-05-23 10:06,1.355,0.016,0,0,0,0,v
2016-05-23 10:12,1.129,0.079,0,0,0,0,v
2016-05-23 10:18,1.053,0.049,0,0,0,0,v
2016-05-23 10:24,1.109,0.056,0,0,0,0,v
2016-05-23 10:30,0.817,0.016,0,0,0,0,v
2016-05-23 10:36,0.771,0.030,0,0,0,0,v
2016-05-23 10:42,0.564,0.023,0,0,0,0,v
2016-05-23 10:48,0.554,0.013,0,0,0,0,v
2016-05-23 10:54,0.338,0.069,0,0,0,0,v
2016-05-23 11:00,0.331,0.052,0,0,0,0,v
2016-05-23 11:06,0.377,0.062,0,0,0,0,v
2016-05-23 11:12,0.023,0.016,0,0,0,0,v
2016-05-23 11:18,0.164,0.033,0,0,0,0,v
2016-05-23 11:24,0.056,0.030,0,0,0,0,v
2016-05-23 11:30,0.049,0.023,0,0,0,0,v
2016-05-23 11:36,-0.112,0.056,0,0,0,0,v
2016-05-23 11:42,0.000,0.043,0,0,0,0,v
2016-05-23 11:48,-0.151,0.049,0,0,0,0,v
2016-05-23 11:54,-0.220,0.023,0,0,0,0,v
2016-05-23 12:00,-0.141,0.020,0,0,0,0,v
2016-05-23 12:06,-0.249,0.020,0,0,0,0,v
2016-05-23 12:12,-0.226,0.010,0,0,0,0,v
2016-05-23 12:18,-0.233,0.016,0,0,0,0,v
2016-05-23 12:24,-0.276,0.023,0,0,0,0,v
2016-05-23 12:30,-0.397,0.020,0,0,0,0,v
2016-05-23 12:36,-0.256,0.020,0,0,0,0,v
2016-05-23 12:42,-0.299,0.020,0,0,0,0,v
2016-05-23 12:48,-0.230,0.016,0,0,0,0,v
2016-05-23 12:54,-0.351,0.033,0,0,0,0,v
2016-05-23 13:00,-0.269,0.033,0,0,0,0,v
2016-05-23 13:06,-0.272,0.039,0,0,0,0,v
2016-05-23 13:12,-0.236,0.043,0,0,0,0,v
2016-05-23 13:18,-0.180,0.023,0,0,0,0,v
2016-05-23 13:24,-0.246,0.023,0,0,0,0,v
2016-05-23 13:30,-0.102,0.013,0,0,0,0,v
2016-05-23 13:36,-0.075,0.013,0,0,0,0,v
2016-05-23 13:42,-0.003,0.026,0,0,0,0,v
2016-05-23 13:48,0.075,0.026,0,0,0,0,v
2016-05-23 13:54,-0.013,0.026,0,0,0,0,v
2016-05-23 14:00,0.256,0.023,0,0,0,0,v
2016-05-23 14:06,0.069,0.023,0,0,0,0,v
2016-05-23 14:12,0.282,0.059,0,0,0,0,v
2016-05-23 14:18,0.384,0.016,0,0,0,0,v
2016-05-23 14:24,0.449,0.033,0,0,0,0,v
2016-05-23 14:30,0.522,0.010,0,0,0,0,v
2016-05-23 14:36,0.604,0.020,0,0,0,0,v
2016-05-23 14:42,0.653,0.013,0,0,0,0,v
2016-05-23 14:48,0.768,0.023,0,0,0,0,v
2016-05-23 14:54,0.935,0.020,0,0,0,0,v
2016-05-23 15:00,0.955,0.010,0,0,0,0,v
2016-05-23 15:06,1.175,0.016,0,0,0,0,v
2016-05-23 15:12,0.928,0.030,0,0,0,0,v
2016-05-23 15:18,1.348,0.082,0,0,0,0,v
2016-05-23 15:24,1.322,0.059,0,0,0,0,v
2016-05-23 15:30,1.385,0.072,0,0,0,0,v
2016-05-23 15:36,1.568,0.016,0,0,0,0,v
2016-05-23 15:42,1.542,0.033,0,0,0,0,v
2016-05-23 15:48,1.742,0.013,0,0,0,0,v
2016-05-23 15:54,1.864,0.023,0,0,0,0,v
2016-05-23 16:00,1.896,0.010,0,0,0,0,v
2016-05-23 16:06,2.100,0.039,0,0,0,0,v
2016-05-23 16:12,2.011,0.013,0,0,0,0,v
2016-05-23 16:18,2.244,0.023,0,0,0,0,v
2016-05-23 16:24,2.228,0.020,0,0,0,0,v
2016-05-23 16:30,2.425,0.023,0,0,0,0,v
2016-05-23 16:36,2.428,0.013,0,0,0,0,v
2016-05-23 16:42,2.713,0.026,0,0,0,0,v
2016-05-23 16:48,2.556,0.020,0,0,0,0,v
2016-05-23 16:54,2.795,0.046,0,0,0,0,v
2016-05-23 17:00,2.674,0.026,0,0,0,0,v
2016-05-23 17:06,2.986,0.049,0,0,0,0,v
2016-05-23 17:12,2.913,0.010,0,0,0,0,v
2016-05-23 17:18,3.081,0.020,0,0,0,0,v
2016-05-23 17:24,2.959,0.030,0,0,0,0,v
2016-05-23 17:30,3.182,0.030,0,0,0,0,v
2016-05-23 17:36,3.192,0.043,0,0,0,0,v
2016-05-23 17:42,3.228,0.069,0,0,0,0,v
2016-05-23 17:48,3.412,0.013,0,0,0,0,v
2016-05-23 17:54,3.297,0.023,0,0,0,0,v
2016-05-23 18:00,3.379,0.052,0,0,0,0,v
2016-05-23 18:06,3.530,0.036,0,0,0,0,v
2016-05-23 18:12,3.350,0.026,0,0,0,0,v
2016-05-23 18:18,3.543,0.016,0,0,0,0,v
2016-05-23 18:24,3.530,0.013,0,0,0,0,v
2016-05-23 18:30,3.524,0.010,0,0,0,0,v
2016-05-23 18:36,3.501,0.013,0,0,0,0,v
2016-05-23 18:42,3.583,0.013,0,0,0,0,v
2016-05-23 18:48,3.566,0.026,0,0,0,0,v
2016-05-23 18:54,3.717,0.010,0,0,0,0,v
2016-05-23 19:00,3.491,0.030,0,0,0,0,v
2016-05-23 19:06,3.652,0.066,0,0,0,0,v
2016-05-23 19:12,3.622,0.069,0,0,0,0,v
2016-05-23 19:18,3.593,0.069,0,0,0,0,v
2016-05-23 19:24,3.658,0.052,0,0,0,0,v
2016-05-23 19:30,3.458,0.036,0,0,0,0,v
2016-05-23 19:36,3.622,0.036,0,0,0,0,v
2016-05-23 19:42,3.458,0.016,0,0,0,0,v
2016-05-23 19:48,3.645,0.016,0,0,0,0,v
2016-05-23 19:54,3.435,0.026,0,0,0,0,v
2016-05-23 20:00,3.570,0.039,0,0,0,0,v
2016-05-23 20:06,3.497,0.049,0,0,0,0,v
2016-05-23 20:12,3.383,0.039,0,0,0,0,v
2016-05-23 20:18,3.481,0.033,0,0,0,0,v
2016-05-23 20:24,3.323,0.030,0,0,0,0,v
2016-05-23 20:30,3.442,0.023,0,0,0,0,v
2016-05-23 20:36,3.317,0.020,0,0,0,0,v
2016-05-23 20:42,3.209,0.010,0,0,0,0,v
2016-05-23 20:48,3.356,0.016,0,0,0,0,v
2016-05-23 20:54,3.150,0.026,0,0,0,0,v
2016-05-23 21:00,3.179,0.026,0,0,0,0,v
2016-05-23 21:06,3.074,0.010,0,0,0,0,v
2016-05-23 21:12,3.054,0.030,0,0,0,0,v
2016-05-23 21:18,2.972,0.013,0,0,0,0,v
2016-05-23 21:24,2.995,0.039,0,0,0,0,v
2016-05-23 21:30,2.881,0.026,0,0,0,0,v
2016-05-23 21:36,2.936,0.046,0,0,0,0,v
2016-05-23 21:42,2.749,0.020,0,0,0,0,v
2016-05-23 21:48,2.940,0.010,0,0,0,0,v
2016-05-23 21:54,2.641,0.052,0,0,0,0,v
2016-05-23 22:00,2.818,0.052,0,0,0,0,v
2016-05-23 22:06,2.690,0.066,0,0,0,0,v
2016-05-23 22:12,2.677,0.059,0,0,0,0,v
2016-05-23 22:18,2.651,0.066,0,0,0,0,v
2016-05-23 22:24,2.598,0.059,0,0,0,0,v
2016-05-23 22:30,2.694,0.043,0,0,0,0,v
2016-05-23 22:36,2.454,0.010,0,0,0,0,v
2016-05-23 22:42,2.543,0.026,0,0,0,0,v
2016-05-23 22:48,2.559,0.020,0,0,0,0,v
2016-05-23 22:54,2.333,0.013,0,0,0,0,v
2016-05-23 23:00,2.339,0.013,0,0,0,0,v
2016-05-23 23:06,2.356,0.016,0,0,0,0,v
2016-05-23 23:12,2.402,0.023,0,0,0,0,v
2016-05-23 23:18,2.244,0.020,0,0,0,0,v
2016-05-23 23:24,2.293,0.023,0,0,0,0,v
2016-05-23 23:30,2.339,0.033,0,0,0,0,v
2016-05-23 23:36,2.280,0.039,0,0,0,0,v
2016-05-23 23:42,2.375,0.039,0,0,0,0,v
2016-05-23 23:48,2.238,0.046,0,0,0,0,v
2016-05-23 23:54,2.392,0.023,0,0,0,0,v
2016-05-24 00:00,2.418,0.013,0,0,0,0,v
2016-05-24 00:06,2.418,0.026,0,0,0,0,v
2016-05-24 00:12,2.503,0.016,0,0,0,0,v
2016-05-24 00:18,2.398,0.010,0,0,0,0,v
2016-05-24 00:24,2.418,0.039,0,0,0,0,v
2016-05-24 00:30,2.733,0.016,0,0,0,0,v
2016-05-24 00:36,2.480,0.013,0,0,0,0,v
2016-05-24 00:42,2.661,0.013,0,0,0,0,v
2016-05-24 00:48,2.598,0.010,0,0,0,0,v
2016-05-24 00:54,2.740,0.046,0,0,0,0,v
2016-05-24 01:00,2.720,0.049,0,0,0,0,v
2016-05-24 01:06,2.694,0.049,0,0,0,0,v
2016-05-24 01:12,2.864,0.016,0,0,0,0,v
2016-05-24 01:18,2.799,0.026,0,0,0,0,v
2016-05-24 01:24,2.989,0.039,0,0,0,0,v
2016-05-24 01:30,2.894,0.043,0,0,0,0,v
2016-05-24 01:36,3.153,0.033,0,0,0,0,v
2016-05-24 01:42,2.933,0.046,0,0,0,0,v
2016-05-24 01:48,3.264,0.013,0,0,0,0,v
2016-05-24 01:54,3.225,0.016,0,0,0,0,v
2016-05-24 02:00,3.245,0.010,0,0,0,0,v
2016-05-24 02:06,3.376,0.052,0,0,0,0,v
2016-05-24 02:12,3.471,0.033,0,0,0,0,v
2016-05-24 02:18,3.537,0.043,0,0,0,0,v
2016-05-24 02:24,3.583,0.013,0,0,0,0,v
2016-05-24 02:30,3.737,0.043,0,0,0,0,v
2016-05-24 02:36,3.776,0.020,0,0,0,0,v
2016-05-24 02:42,3.845,0.049,0,0,0,0,v
2016-05-24 02:48,3.963,0.016,0,0,0,0,v
2016-05-24 02:54,4.055,0.043,0,0,0,0,v
2016-05-24 03:00,4.114,0.016,0,0,0,0,v
2016-05-24 03:06,4.190,0.056,0,0,0,0,v
2016-05-24 03:12,4.321,0.020,0,0,0,0,v
2016-05-24 03:18,4.341,0.016,0,0,0,0,v
2016-05-24 03:24,4.380,0.023,0,0,0,0,v
2016-05-24 03:30,4.600,0.059,0,0,0,0,v
2016-05-24 03:36,4.590,0.026,0,0,0,0,v
2016-05-24 03:42,4.692,0.046,0,0,0,0,v
2016-05-24 03:48,4.751,0.020,0,0,0,0,v
2016-05-24 03:54,4.839,0.016,0,0,0,0,v
2016-05-24 04:00,4.865,0.023,0,0,0,0,v
2016-05-24 04:06,4.990,0.016,0,0,0,0,v
2016-05-24 04:12,5.069,0.046,0,0,0,0,v
2016-05-24 04:18,5.102,0.030,0,0,0,0,v
2016-05-24 04:24,5.177,0.049,0,0,0,0,v
2016-05-24 04:30,5.282,0.023,0,0,0,0,v
2016-05-24 04:36,5.361,0.020,0,0,0,0,v
2016-05-24 04:42,5.269,0.016,0,0,0,0,v
2016-05-24 04:48,5.384,0.030,0,0,0,0,v
2016-05-24 04:54,5.443,0.030,0,0,0,0,v
2016-05-24 05:00,5.384,0.036,0,0,0,0,v
2016-05-24 05:06,5.531,0.030,0,0,0,0,v
2016-05-24 05:12,5.587,0.043,0,0,0,0,v
2016-05-24 05:18,5.531,0.033,0,0,0,0,v
2016-05-24 05:24,5.564,0.023,0,0,0,0,v
2016-05-24 05:30,5.538,0.030,0,0,0,0,v
2016-05-24 05:36,5.692,0.016,0,0,0,0,v
2016-05-24 05:42,5.545,0.020,0,0,0,0,v
2016-05-24 05:48,5.715,0.023,0,0,0,0,v
2016-05-24 05:54,5.568,0.016,0,0,0,0,v
2016-05-24 06:00,5.604,0.039,0,0,0,0,v
2016-05-24 06:06,5.686,0.026,0,0,0,0,v
2016-05-24 06:12,5.528,0.026,0,0,0,0,v
2016-05-24 06:18,5.653,0.016,0,0,0,0,v
2016-05-24 06:24,5.476,0.043,0,0,0,0,v
2016-05-24 06:30,5.535,0.046,0,0,0,0,v
2016-05-24 06:36,5.417,0.072,0,0,0,0,v
2016-05-24 06:42,5.433,0.056,0,0,0,0,v
2016-05-24 06:48,5.381,0.039,0,0,0,0,v
2016-05-24 06:54,5.259,0.016,0,0,0,0,v
2016-05-24 07:00,5.262,0.052,0,0,0,0,v
2016-05-24 07:06,5.144,0.036,0,0,0,0,v
2016-05-24 07:12,5.089,0.016,0,0,0,0,v
2016-05-24 07:18,5.062,0.016,0,0,0,0,v
2016-05-24 07:24,4.967,0.030,0,0,0,0,v
2016-05-24 07:30,5.023,0.023,0,0,0,0,v
2016-05-24 07:36,4.751,0.026,0,0,0,0,v
2016-05-24 07:42,4.879,0.023,0,0,0,0,v
2016-05-24 07:48,4.675,0.049,0,0,0,0,v
2016-05-24 07:54,4.721,0.023,0,0,0,0,v
2016-05-24 08:00,4.432,0.056,0,0,0,0,v
2016-05-24 08:06,4.495,0.020,0,0,0,0,v
2016-05-24 08:12,4.304,0.033,0,0,0,0,v
2016-05-24 08:18,4.288,0.010,0,0,0,0,v
2016-05-24 08:24,4.094,0.059,0,0,0,0,v
2016-05-24 08:30,4.049,0.020,0,0,0,0,v
2016-05-24 08:36,3.848,0.023,0,0,0,0,v
2016-05-24 08:42,3.845,0.016,0,0,0,0,v
2016-05-24 08:48,3.510,0.033,0,0,0,0,v
2016-05-24 08:54,3.665,0.049,0,0,0,0,v
2016-05-24 09:00,3.264,0.023,0,0,0,0,v
2016-05-24 09:06,3.350,0.052,0,0,0,0,v
2016-05-24 09:12,3.123,0.020,0,0,0,0,v
2016-05-24 09:18,2.979,0.052,0,0,0,0,v
2016-05-24 09:24,2.920,0.016,0,0,0,0,v
2016-05-24 09:30,2.815,0.033,0,0,0,0,v
2016-05-24 09:36,2.585,0.030,0,0,0,0,v
2016-05-24 09:42,2.516,0.046,0,0,0,0,v
2016-05-24 09:48,2.260,0.016,0,0,0,0,v
2016-05-24 09:54,2.333,0.023,0,0,0,0,v
2016-05-24 10:00,2.064,0.023,0,0,0,0,v
2016-05-24 10:06,2.178,0.036,0,0,0,0,v
2016-05-24 10:12,1.772,0.020,0,0,0,0,v
2016-05-24 10:18,1.795,0.013,0,0,0,0,v
2016-05-24 10:24,1.634,0.026,0,0,0,0,v
2016-05-24 10:30,1.522,0.016,0,0,0,0,v
2016-05-24 10:36,1.562,0.020,0,0,0,0,v
2016-05-24 10:42,1.296,0.036,0,0,0,0,v
2016-05-24 10:48,1.234,0.010,0,0,0,0,v
2016-05-24 10:54,1.204,0.036,0,0,0,0,v
2016-05-24 11:00,0.932,0.016,0,0,0,0,v
2016-05-24 11:06,0.988,0.016,0,0,0,0,v
2016-05-24 11:12,0.669,0.023,0,0,0,0,v
2016-05-24 11:18,0.906,0.020,0,0,0,0,v
2016-05-24 11:24,0.545,0.059,0,0,0,0,v
2016-05-24 11:30,0.620,0.039,0,0,0,0,v
2016-05-24 11:36,0.509,0.046,0,0,0,0,v
2016-05-24 11:42,0.341,0.010,0,0,0,0,v
2016-05-24 11:48,0.354,0.016,0,0,0,0,v
2016-05-24 11:54,0.213,0.007,0,0,0,0,v
2016-05-24 12:00,0.157,0.020,0,0,0,0,v
2016-05-24 12:06,0.052,0.013,0,0,0,0,v
2016-05-24 12:12,0.098,0.013,0,0,0,0,v
2016-05-24 12:18,-0.023,0.010,0,0,0,0,v
2016-05-24 12:24,0.033,0.016,0,0,0,0,v
2016-05-24 12:30,-0.194,0.026,0,0,0,0,v
2016-05-24 12:36,-0.151,0.020,0,0,0,0,v
2016-05-24 12:42,-0.276,0.023,0,0,0,0,v
2016-05-24 12:48,-0.161,0.039,0,0,0,0,v
2016-05-24 12:54,-0.220,0.039,0,0,0,0,v
2016-05-24 13:00,-0.282,0.033,0,0,0,0,v
2016-05-24 13:06,-0.233,0.010,0,0,0,0,v
2016-05-24 13:12,-0.348,0.010,0,0,0,0,v
2016-05-24 13:18,-0.351,0.023,0,0,0,0,v
2016-05-24 13:24,-0.259,0.010,0,0,0,0,v
2016-05-24 13:30,-0.308,0.016,0,0,0,0,v
2016-05-24 13:36,-0.240,0.033,0,0,0,0,v
2016-05-24 13:42,-0.184,0.023,0,0,0,0,v
2016-05-24 13:48,-0.253,0.026,0,0,0,0,v
2016-05-24 13:54,-0.075,0.020,0,0,0,0,v
2016-05-24 14:00,-0.148,0.013,0,0,0,0,v
2016-05-24 14:06,-0.112,0.033,0,0,0,0,v
2016-05-24 14:12,-0.020,0.013,0,0,0,0,v
2016-05-24 14:18,-0.062,0.010,0,0,0,0,v
2016-05-24 14:24,0.033,0.007,0,0,0,0,v
2016-05-24 14:30,0.135,0.036,0,0,0,0,v
2016-05-24 14:36,0.187,0.020,0,0,0,0,v
2016-05-24 14:42,0.187,0.030,0,0,0,0,v
2016-05-24 14:48,0.226,0.013,0,0,0,0,v
2016-05-24 14:54,0.197,0.010,0,0,0,0,v
2016-05-24 15:00,0.374,0.026,0,0,0,0,v
2016-05-24 15:06,0.538,0.013,0,0,0,0,v
2016-05-24 15:12,0.476,0.007,0,0,0,0,v
2016-05-24 15:18,0.594,0.023,0,0,0,0,v
2016-05-24 15:24,0.689,0.007,0,0,0,0,v
2016-05-24 15:30,0.751,0.030,0,0,0,0,v
2016-05-24 15:36,0.971,0.010,0,0,0,0,v
2016-05-24 15:42,0.961,0.010,0,0,0,0,v
2016-05-24 15:48,1.171,0.033,0,0,0,0,v
2016-05-24 15:54,1.230,0.020,0,0,0,0,v
2016-05-24 16:00,1.293,0.030,0,0,0,0,v
2016-05-24 16:06,1.345,0.026,0,0,0,0,v
2016-05-24 16:12,1.476,0.052,0,0,0,0,v
2016-05-24 16:18,1.673,0.020,0,0,0,0,v
2016-05-24 16:24,1.490,0.023,0,0,0,0,v
2016-05-24 16:30,1.752,0.013,0,0,0,0,v
2016-05-24 16:36,1.749,0.020,0,0,0,0,v
2016-05-24 16:42,1.949,0.016,0,0,0,0,v
2016-05-24 16:48,1.995,0.016,0,0,0,0,v
2016-05-24 16:54,2.064,0.010,0,0,0,0,v
2016-05-24 17:00,2.110,0.007,0,0,0,0,v
2016-05-24 17:06,2.139,0.023,0,0,0,0,v
2016-05-24 17:12,2.297,0.010,0,0,0,0,v
2016-05-24 17:18,2.382,0.013,0,0,0,0,v
2016-05-24 17:24,2.500,0.020,0,0,0,0,v
2016-05-24 17:30,2.526,0.020,0,0,0,0,v
2016-05-24 17:36,2.654,0.075,0,0,0,0,v
2016-05-24 17:42,2.749,0.056,0,0,0,0,v
2016-05-24 17:48,2.762,0.052,0,0,0,0,v
2016-05-24 17:54,2.995,0.036,0,0,0,0,v
2016-05-24 18:00,3.012,0.043,0,0,0,0,v
2016-05-24 18:06,2.976,0.046,0,0,0,0,v
2016-05-24 18:12,3.091,0.010,0,0,0,0,v
2016-05-24 18:18,3.123,0.020,0,0,0,0,v
2016-05-24 18:24,3.146,0.016,0,0,0,0,v
2016-05-24 18:30,3.248,0.016,0,0,0,0,v
2016-05-24 18:36,3.284,0.007,0,0,0,0,v
2016-05-24 18:42,3.232,0.016,0,0,0,0,v
2016-05-24 18:48,3.261,0.036,0,0,0,0,v
2016-05-24 18:54,3.320,0.030,0,0,0,0,v
2016-05-24 19:00,3.383,0.039,0,0,0,0,v
2016-05-24 19:06,3.419,0.039,0,0,0,0,v
2016-05-24 19:12,3.297,0.010,0,0,0,0,v
2016-05-24 19:18,3.435,0.020,0,0,0,0,v
2016-05-24 19:24,3.353,0.033,0,0,0,0,v
2016-05-24 19:30,3.445,0.052,0,0,0,0,v
2016-05-24 19:36,3.517,0.010,0,0,0,0,v
2016-05-24 19:42,3.524,0.036,0,0,0,0,v
2016-05-24 19:48,3.419,0.036,0,0,0,0,v
2016-05-24 19:54,3.619,0.046,0,0,0,0,v
2016-05-24 20:00,3.435,0.036,0,0,0,0,v
2016-05-24 20:06,3.658,0.039,0,0,0,0,v
2016-05-24 20:12,3.422,0.020,0,0,0,0,v
2016-05-24 20:18,3.606,0.023,0,0,0,0,v
2016-05-24 20:24,3.389,0.020,0,0,0,0,v
2016-05-24 20:30,3.363,,0,0,0,0,v
2016-05-24 20:36,3.501,0.033,0,0,0,0,v
2016-05-24 20:42,3.396,0.049,0,0,0,0,v
2016-05-24 20:48,3.360,0.010,0,0,0,0,v
2016-05-24 20:54,3.291,0.033,0,0,0,0,v
2016-05-24 21:00,3.366,0.059,0,0,0,0,v
2016-05-24 21:06,3.323,0.079,0,0,0,0,v
2016-05-24 21:12,3.169,0.062,0,0,0,0,v
2016-05-24 21:18,3.402,0.030,0,0,0,0,v
2016-05-24 21:24,3.100,0.013,0,0,0,0,v
2016-05-24 21:30,3.192,0.007,0,0,0,0,v
2016-05-24 21:36,3.084,0.013,0,0,0,0,v
2016-05-24 21:42,3.146,0.016,0,0,0,0,v
2016-05-24 21:48,3.064,0.013,0,0,0,0,v
2016-05-24 21:54,3.071,0.030,0,0,0,0,v
2016-05-24 22:00,3.054,0.023,0,0,0,0,v
2016-05-24 22:06,2.841,0.030,0,0,0,0,v
2016-05-24 22:12,2.933,0.016,0,0,0,0,v
2016-05-24 22:18,2.851,0.010,0,0,0,0,v
2016-05-24 22:24,2.877,0.036,0,0,0,0,v
2016-05-24 22:30,2.723,0.023,0,0,0,0,v
2016-05-24 22:36,2.720,0.049,0,0,0,0,v
2016-05-24 22:42,2.618,0.030,0,0,0,0,v
2016-05-24 22:48,2.657,0.010,0,0,0,0,v
2016-05-24 22:54,2.579,0.013,0,0,0,0,v
2016-05-24 23:00,2.664,0.010,0,0,0,0,v
2016-05-24 23:06,2.516,0.016,0,0,0,0,v
2016-05-24 23:12,2.562,0.010,0,0,0,0,v
2016-05-24 23:18,2.516,0.007,0,0,0,0,v
2016-05-24 23:24,2.523,0.013,0,0,0,0,v
2016-05-24 23:30,2.520,0.020,0,0,0,0,v
2016-05-24 23:36,2.487,0.043,0,0,0,0,v
2016-05-24 23:42,2.395,0.043,0,0,0,0,v
2016-05-24 23:48,2.487,0.056,0,0,0,0,v
2016-05-24 23:54,2.264,0.030,0,0,0,0,v
